clip,sampleIndex,timeUtc,latitude,longitude,speed,speedUnits,fixStatus,accelX,accelY,accelZ,accelUnits
20260713052915_000200F.MP4,14,2026-07-13T10:29:29+00:00,40.8111654,-96.6894531,0.0,mph,active,-0.048,-0.14400000000000002,,g (estimated)
20260713052915_000200F.MP4,15,2026-07-13T10:29:30+00:00,40.8111654,-96.6894531,0.0,mph,active,-0.048,-0.14400000000000002,,g (estimated)
20260713052915_000200F.MP4,16,2026-07-13T10:29:31+00:00,40.8111654,-96.6894531,0.0,mph,active,-0.048,-0.14400000000000002,,g (estimated)
20260713052915_000200F.MP4,17,2026-07-13T10:29:32+00:00,40.8111654,-96.6894531,0.0,mph,active,-0.048,-0.096,,g (estimated)
20260713052915_000200F.MP4,18,2026-07-13T10:29:33+00:00,40.8111654,-96.6894531,0.0,mph,active,-0.048,-0.14400000000000002,,g (estimated)
20260713052915_000200F.MP4,19,2026-07-13T10:29:34+00:00,40.8111654,-96.6894531,0.0,mph,active,-0.048,-0.14400000000000002,,g (estimated)
20260713052915_000200F.MP4,20,2026-07-13T10:29:35+00:00,40.8111654,-96.6894531,0.0,mph,active,-0.048,-0.14400000000000002,,g (estimated)
20260713052915_000200F.MP4,21,2026-07-13T10:29:36+00:00,40.8111654,-96.6894531,0.0,mph,active,-0.048,-0.14400000000000002,,g (estimated)
20260713052915_000200F.MP4,22,2026-07-13T10:29:37+00:00,40.8111654,-96.6894531,0.0,mph,active,-0.096,-0.14400000000000002,,g (estimated)
20260713052915_000200F.MP4,23,2026-07-13T10:29:38+00:00,40.8111654,-96.6894531,0.0,mph,active,-0.048,-0.14400000000000002,,g (estimated)
20260713052915_000200F.MP4,24,2026-07-13T10:29:39+00:00,40.8111654,-96.6894531,0.0,mph,active,-0.048,-0.14400000000000002,,g (estimated)
20260713052915_000200F.MP4,25,2026-07-13T10:29:40+00:00,40.8111613,-96.6894531,0.0,mph,active,-0.048,-0.14400000000000002,,g (estimated)
20260713052915_000200F.MP4,26,2026-07-13T10:29:41+00:00,40.8111613,-96.6894531,0.0,mph,active,-0.048,-0.14400000000000002,,g (estimated)
20260713052915_000200F.MP4,27,2026-07-13T10:29:42+00:00,40.8111613,-96.6894531,0.0,mph,active,-0.048,-0.14400000000000002,,g (estimated)
20260713052915_000200F.MP4,28,2026-07-13T10:29:43+00:00,40.8111613,-96.6894531,0.0,mph,active,-0.048,-0.096,,g (estimated)
20260713052915_000200F.MP4,29,2026-07-13T10:29:44+00:00,40.8111572,-96.6894531,0.0,mph,active,-0.048,-0.14400000000000002,,g (estimated)
20260713052915_000200F.MP4,30,2026-07-13T10:29:45+00:00,40.8111572,-96.6894531,0.0,mph,active,-0.048,-0.14400000000000002,,g (estimated)
20260713052915_000200F.MP4,31,2026-07-13T10:29:46+00:00,40.8111572,-96.6894531,0.0,mph,active,-0.048,-0.14400000000000002,,g (estimated)
20260713052915_000200F.MP4,32,2026-07-13T10:29:47+00:00,40.8111532,-96.6894694,0.0,mph,active,-0.048,-0.14400000000000002,,g (estimated)
20260713052915_000200F.MP4,33,2026-07-13T10:29:48+00:00,40.8111532,-96.6894694,0.0,mph,active,-0.048,-0.14400000000000002,,g (estimated)
20260713052915_000200F.MP4,34,2026-07-13T10:29:49+00:00,40.8111532,-96.6894694,0.0,mph,active,-0.048,-0.14400000000000002,,g (estimated)
20260713052915_000200F.MP4,35,2026-07-13T10:29:50+00:00,40.8111532,-96.6894694,0.0,mph,active,-0.048,-0.14400000000000002,,g (estimated)
20260713052915_000200F.MP4,36,2026-07-13T10:29:51+00:00,40.8111532,-96.6894694,0.0,mph,active,-0.048,-0.14400000000000002,,g (estimated)
20260713052915_000200F.MP4,37,2026-07-13T10:29:52+00:00,40.8111532,-96.6894694,0.0,mph,active,-0.048,-0.14400000000000002,,g (estimated)
20260713052915_000200F.MP4,38,2026-07-13T10:29:53+00:00,40.8111532,-96.6894694,0.0,mph,active,-0.048,-0.14400000000000002,,g (estimated)
20260713052915_000200F.MP4,39,2026-07-13T10:29:54+00:00,40.8111532,-96.6894694,0.0,mph,active,-0.048,-0.14400000000000002,,g (estimated)
20260713052915_000200F.MP4,40,2026-07-13T10:29:55+00:00,40.8111532,-96.6894694,0.0,mph,active,-0.048,-0.14400000000000002,,g (estimated)
20260713052915_000200F.MP4,41,2026-07-13T10:29:56+00:00,40.8111532,-96.6894694,0.0,mph,active,-0.048,-0.14400000000000002,,g (estimated)
20260713052915_000200F.MP4,42,2026-07-13T10:29:57+00:00,40.8111532,-96.6894694,0.0,mph,active,-0.048,-0.14400000000000002,,g (estimated)
20260713052915_000200F.MP4,43,2026-07-13T10:29:58+00:00,40.8111572,-96.6894694,0.0,mph,active,-0.048,-0.14400000000000002,,g (estimated)
20260713052915_000200F.MP4,44,2026-07-13T10:29:59+00:00,40.8111572,-96.6894694,0.0,mph,active,-0.048,-0.14400000000000002,,g (estimated)
20260713052915_000200F.MP4,45,2026-07-13T10:30:00+00:00,40.8111572,-96.6894694,0.0,mph,active,-0.048,-0.14400000000000002,,g (estimated)
20260713052915_000200F.MP4,46,2026-07-13T10:30:01+00:00,40.8111572,-96.6894694,0.0,mph,active,-0.048,-0.14400000000000002,,g (estimated)
20260713052915_000200F.MP4,47,2026-07-13T10:30:02+00:00,40.8111572,-96.6894694,0.0,mph,active,-0.048,-0.14400000000000002,,g (estimated)
20260713052915_000200F.MP4,48,2026-07-13T10:30:03+00:00,40.8111532,-96.6894694,0.0,mph,active,-0.048,-0.14400000000000002,,g (estimated)
20260713052915_000200F.MP4,49,2026-07-13T10:30:04+00:00,40.8111532,-96.6894694,0.0,mph,active,-0.048,-0.14400000000000002,,g (estimated)
20260713052915_000200F.MP4,50,2026-07-13T10:30:05+00:00,40.8111572,-96.6894694,0.0,mph,active,-0.048,-0.14400000000000002,,g (estimated)
20260713052915_000200F.MP4,51,2026-07-13T10:30:06+00:00,40.8111572,-96.6894694,0.0,mph,active,-0.048,-0.14400000000000002,,g (estimated)
20260713052915_000200F.MP4,52,2026-07-13T10:30:07+00:00,40.8111572,-96.6894694,0.0,mph,active,-0.048,-0.192,,g (estimated)
20260713052915_000200F.MP4,53,2026-07-13T10:30:08+00:00,40.8111572,-96.6894694,0.0,mph,active,-0.048,-0.096,,g (estimated)
20260713052915_000200F.MP4,54,2026-07-13T10:30:09+00:00,40.8111532,-96.6894694,0.0,mph,active,-0.048,-0.14400000000000002,,g (estimated)
20260713052915_000200F.MP4,55,2026-07-13T10:30:10+00:00,40.8111532,-96.6894694,0.0,mph,active,-0.048,-0.14400000000000002,,g (estimated)
20260713052915_000200F.MP4,56,2026-07-13T10:30:11+00:00,40.8111532,-96.6894694,0.0,mph,active,-0.048,-0.14400000000000002,,g (estimated)
20260713052915_000200F.MP4,57,2026-07-13T10:30:12+00:00,40.8111532,-96.6894694,0.0,mph,active,-0.048,-0.14400000000000002,,g (estimated)
20260713052915_000200F.MP4,58,2026-07-13T10:30:13+00:00,40.8111532,-96.6894694,0.0,mph,active,-0.048,-0.14400000000000002,,g (estimated)
20260713052915_000200F.MP4,59,2026-07-13T10:30:14+00:00,40.8111491,-96.6894694,0.0,mph,active,-0.048,-0.14400000000000002,,g (estimated)
20260713053015_000201F.MP4,0,2026-07-13T10:30:15+00:00,40.8111532,-96.6894694,0.0,mph,active,-0.048,-0.192,,g (estimated)
20260713053015_000201F.MP4,1,2026-07-13T10:30:16+00:00,40.8111532,-96.6894694,0.0,mph,active,-0.048,-0.14400000000000002,,g (estimated)
20260713053015_000201F.MP4,2,2026-07-13T10:30:17+00:00,40.8111532,-96.6894694,1.77,mph,active,-0.048,-0.14400000000000002,,g (estimated)
20260713053015_000201F.MP4,3,2026-07-13T10:30:18+00:00,40.8111654,-96.6894694,2.68,mph,active,-0.048,-0.14400000000000002,,g (estimated)
20260713053015_000201F.MP4,4,2026-07-13T10:30:19+00:00,40.8111816,-96.6894694,2.84,mph,active,-0.048,-0.192,,g (estimated)
20260713053015_000201F.MP4,5,2026-07-13T10:30:20+00:00,40.8111979,-96.6894694,3.13,mph,active,0.0,-0.14400000000000002,,g (estimated)
20260713053015_000201F.MP4,6,2026-07-13T10:30:21+00:00,40.8112142,-96.6894857,3.42,mph,active,0.0,-0.14400000000000002,,g (estimated)
20260713053015_000201F.MP4,7,2026-07-13T10:30:22+00:00,40.8112142,-96.6895182,3.81,mph,active,-0.048,-0.192,,g (estimated)
20260713053015_000201F.MP4,8,2026-07-13T10:30:23+00:00,40.8112305,-96.6895345,4.13,mph,active,0.0,-0.096,,g (estimated)
20260713053015_000201F.MP4,9,2026-07-13T10:30:24+00:00,40.8112467,-96.6895508,4.5,mph,active,0.0,-0.096,,g (estimated)
20260713053015_000201F.MP4,10,2026-07-13T10:30:25+00:00,40.8112549,-96.6895671,4.19,mph,active,-0.096,-0.14400000000000002,,g (estimated)
20260713053015_000201F.MP4,11,2026-07-13T10:30:26+00:00,40.811259,-96.6895996,4.85,mph,active,-0.048,-0.14400000000000002,,g (estimated)
20260713053015_000201F.MP4,12,2026-07-13T10:30:27+00:00,40.811263,-96.6896322,5.59,mph,active,-0.048,-0.14400000000000002,,g (estimated)
20260713053015_000201F.MP4,13,2026-07-13T10:30:28+00:00,40.8112712,-96.6896647,5.57,mph,active,-0.096,-0.14400000000000002,,g (estimated)
20260713053015_000201F.MP4,14,2026-07-13T10:30:29+00:00,40.8112752,-96.6896973,5.6,mph,active,-0.048,-0.096,,g (estimated)
20260713053015_000201F.MP4,15,2026-07-13T10:30:30+00:00,40.8112834,-96.6897298,6.33,mph,active,-0.048,-0.096,,g (estimated)
20260713053015_000201F.MP4,16,2026-07-13T10:30:31+00:00,40.8112874,-96.6897624,5.19,mph,active,-0.096,-0.096,,g (estimated)
20260713053015_000201F.MP4,17,2026-07-13T10:30:32+00:00,40.8112874,-96.6897949,3.82,mph,active,-0.096,-0.192,,g (estimated)
20260713053015_000201F.MP4,18,2026-07-13T10:30:33+00:00,40.8112834,-96.6898112,2.86,mph,active,-0.048,-0.28800000000000003,,g (estimated)
20260713053015_000201F.MP4,19,2026-07-13T10:30:34+00:00,40.8112834,-96.6898275,3.28,mph,active,-0.048,-0.192,,g (estimated)
20260713053015_000201F.MP4,20,2026-07-13T10:30:35+00:00,40.8112834,-96.68986,5.2,mph,active,-0.096,-0.14400000000000002,,g (estimated)
20260713053015_000201F.MP4,21,2026-07-13T10:30:36+00:00,40.8112874,-96.6898926,6.36,mph,active,-0.048,-0.192,,g (estimated)
20260713053015_000201F.MP4,22,2026-07-13T10:30:37+00:00,40.8112915,-96.6899414,6.89,mph,active,-0.048,-0.14400000000000002,,g (estimated)
