clip,sampleIndex,timeUtc,latitude,longitude,speed,speedUnits,fixStatus,accelX,accelY,accelZ,accelUnits,gyroX,gyroY,gyroZ,gyroUnits
GX010003.MP4,3082,2026-07-13T10:28:00+00:00,40.811177,-96.6894718,0.0792,km/h,3D,-9.5742,0.4498,-2.4052,m/s^2,-0.00144,-0.00165,-0.00383,rad/s
GX010003.MP4,3083,2026-07-13T10:28:00.100000+00:00,40.8111769,-96.6894718,0.0576,km/h,3D,-9.5992,0.4528,-2.409,m/s^2,-0.00186,-0.00112,-0.00426,rad/s
GX010003.MP4,3084,2026-07-13T10:28:00.200000+00:00,40.8111767,-96.6894718,0.1368,km/h,3D,-8.58,0.4503,-2.4029,m/s^2,-0.00179,-0.00101,-0.00454,rad/s
GX010003.MP4,3085,2026-07-13T10:28:00.300000+00:00,40.8111766,-96.6894719,0.3312,km/h,3D,-9.5759,0.4633,-2.4066,m/s^2,-0.00154,-0.0008,-0.00383,rad/s
GX010003.MP4,3086,2026-07-13T10:28:00.400000+00:00,40.8111765,-96.6894718,0.2556,km/h,3D,-9.603,0.451,-2.4,m/s^2,-0.00138,-0.00133,-0.00453,rad/s
GX010003.MP4,3087,2026-07-13T10:28:00.500000+00:00,40.8111764,-96.6894717,0.198,km/h,3D,-9.585,0.4552,-2.4054,m/s^2,-0.00154,-0.00085,-0.00442,rad/s
GX010003.MP4,3088,2026-07-13T10:28:00.600000+00:00,40.8111763,-96.6894716,0.0216,km/h,3D,-9.5867,0.448,-2.4028,m/s^2,-0.00157,-0.00129,-0.00443,rad/s
GX010003.MP4,3089,2026-07-13T10:28:00.700000+00:00,40.8111762,-96.6894715,0.1116,km/h,3D,-9.5988,0.4542,-2.4001,m/s^2,-0.00197,-0.00096,-0.00367,rad/s
GX010003.MP4,3090,2026-07-13T10:28:00.800000+00:00,40.8111762,-96.6894714,0.1512,km/h,3D,-9.5799,0.4489,-2.4082,m/s^2,-0.0016,-0.00101,-0.00405,rad/s
GX010003.MP4,3091,2026-07-13T10:28:00.900000+00:00,40.811176,-96.6894714,0.3204,km/h,3D,-9.5897,0.4495,-2.4047,m/s^2,-0.0016,-0.00096,-0.00399,rad/s
GX010003.MP4,3092,2026-07-13T10:28:01+00:00,40.8111759,-96.6894713,0.1224,km/h,3D,-9.586,0.4492,-2.4034,m/s^2,-0.00106,-0.00112,-0.00387,rad/s
GX010003.MP4,3093,2026-07-13T10:28:01.100000+00:00,40.8111758,-96.6894713,0.1728,km/h,3D,-9.5792,0.4573,-2.4089,m/s^2,-0.00144,-0.00059,-0.00437,rad/s
GX010003.MP4,3094,2026-07-13T10:28:01.200000+00:00,40.8111758,-96.6894712,0.2484,km/h,3D,-8.6296,0.4595,-2.3945,m/s^2,-0.00122,-0.00085,-0.00437,rad/s
GX010003.MP4,3095,2026-07-13T10:28:01.300000+00:00,40.8111757,-96.6894711,0.2484,km/h,3D,-9.5848,0.4574,-2.4017,m/s^2,-0.00096,-0.00059,-0.00373,rad/s
GX010003.MP4,3096,2026-07-13T10:28:01.400000+00:00,40.8111756,-96.6894712,0.3348,km/h,3D,-9.5841,0.4513,-2.3986,m/s^2,-0.00185,-0.00157,-0.00482,rad/s
GX010003.MP4,3097,2026-07-13T10:28:01.500000+00:00,40.8111754,-96.6894711,0.1512,km/h,3D,-9.5835,0.4611,-2.4112,m/s^2,-0.00128,-0.00106,-0.00442,rad/s
GX010003.MP4,3098,2026-07-13T10:28:01.600000+00:00,40.8111753,-96.6894711,0.018,km/h,3D,-9.5882,0.4504,-2.4005,m/s^2,-0.00128,-0.00101,-0.00415,rad/s
GX010003.MP4,3099,2026-07-13T10:28:01.700000+00:00,40.8111753,-96.6894711,0.126,km/h,3D,-9.5838,0.4549,-2.4029,m/s^2,-0.00133,-0.0008,-0.00421,rad/s
GX010003.MP4,3100,2026-07-13T10:28:01.800000+00:00,40.8111751,-96.689471,0.0468,km/h,3D,-9.5831,0.4458,-2.4074,m/s^2,-0.0009,-0.00028,-0.00448,rad/s
GX010003.MP4,3101,2026-07-13T10:28:01.900000+00:00,40.8111751,-96.689471,0.234,km/h,3D,-9.5835,0.4573,-2.4071,m/s^2,-0.0016,-0.00133,-0.00421,rad/s
GX010003.MP4,3102,2026-07-13T10:28:02+00:00,40.8111749,-96.689471,0.1944,km/h,3D,-9.5902,0.4472,-2.3971,m/s^2,-0.00218,-0.00043,-0.00431,rad/s
GX010003.MP4,3103,2026-07-13T10:28:02.100000+00:00,40.8111747,-96.689471,0.1908,km/h,3D,-9.5812,0.4514,-2.406,m/s^2,-0.00133,-0.00128,-0.00426,rad/s
GX010003.MP4,3104,2026-07-13T10:28:02.200000+00:00,40.8111745,-96.689471,0.3888,km/h,3D,-8.6381,0.4487,-2.4056,m/s^2,-0.00101,-0.00085,-0.00458,rad/s
GX010003.MP4,3105,2026-07-13T10:28:02.300000+00:00,40.8111744,-96.689471,0.09,km/h,3D,-9.5873,0.4493,-2.3986,m/s^2,-0.00146,-0.00129,-0.0037,rad/s
GX010003.MP4,3106,2026-07-13T10:28:02.400000+00:00,40.8111742,-96.689471,0.1692,km/h,3D,-9.585,0.4558,-2.4038,m/s^2,-0.00186,-0.00101,-0.00442,rad/s
GX010003.MP4,3107,2026-07-13T10:28:02.500000+00:00,40.811174,-96.6894711,0.234,km/h,3D,-9.5897,0.462,-2.4055,m/s^2,-0.0016,-0.00101,-0.00447,rad/s
GX010003.MP4,3108,2026-07-13T10:28:02.600000+00:00,40.8111737,-96.6894711,0.1296,km/h,3D,-9.5904,0.4626,-2.3996,m/s^2,-0.00133,-0.00091,-0.00479,rad/s
GX010003.MP4,3109,2026-07-13T10:28:02.700000+00:00,40.8111736,-96.6894711,0.3348,km/h,3D,-9.5766,0.4478,-2.4053,m/s^2,-0.00146,-0.00157,-0.0042,rad/s
GX010003.MP4,3110,2026-07-13T10:28:02.800000+00:00,40.8111734,-96.6894712,0.27,km/h,3D,-9.5922,0.4569,-2.4121,m/s^2,-0.00165,-0.00075,-0.00437,rad/s
GX010003.MP4,3111,2026-07-13T10:28:02.900000+00:00,40.811173,-96.6894712,0.594,km/h,3D,-9.5882,0.4536,-2.4005,m/s^2,-0.00202,-0.00085,-0.00447,rad/s
GX010003.MP4,3112,2026-07-13T10:28:03+00:00,40.8111728,-96.6894713,0.2052,km/h,3D,-9.5926,0.4522,-2.4076,m/s^2,-0.00149,-0.00138,-0.00453,rad/s
GX010003.MP4,3113,2026-07-13T10:28:03.100000+00:00,40.8111727,-96.6894713,0.5112,km/h,3D,-9.5899,0.4507,-2.4036,m/s^2,-0.00157,-0.00084,-0.00387,rad/s
GX010003.MP4,3114,2026-07-13T10:28:03.200000+00:00,40.8111725,-96.6894714,0.1692,km/h,3D,-8.6278,0.4522,-2.4025,m/s^2,-0.00133,-0.00144,-0.00474,rad/s
GX010003.MP4,3115,2026-07-13T10:28:03.300000+00:00,40.8111722,-96.6894715,0.2232,km/h,3D,-9.5906,0.4565,-2.4043,m/s^2,-0.0016,-0.00069,-0.0041,rad/s
GX010003.MP4,3116,2026-07-13T10:28:03.400000+00:00,40.811172,-96.6894715,0.1584,km/h,3D,-9.583,0.458,-2.406,m/s^2,-0.0016,-0.00091,-0.00373,rad/s
GX010003.MP4,3117,2026-07-13T10:28:03.500000+00:00,40.8111719,-96.6894717,0.3924,km/h,3D,-9.5926,0.4571,-2.4094,m/s^2,-0.00151,-0.0014,-0.00409,rad/s
GX010003.MP4,3118,2026-07-13T10:28:03.600000+00:00,40.8111716,-96.6894718,0.3024,km/h,3D,-9.5904,0.4528,-2.3984,m/s^2,-0.00224,-0.00149,-0.00405,rad/s
GX010003.MP4,3119,2026-07-13T10:28:03.700000+00:00,40.8111713,-96.689472,0.2484,km/h,3D,-9.5898,0.4622,-2.4063,m/s^2,-0.0016,-0.00138,-0.00469,rad/s
GX010003.MP4,3120,2026-07-13T10:28:03.800000+00:00,40.8111712,-96.6894719,0.576,km/h,3D,-9.5773,0.449,-2.4115,m/s^2,-0.0017,-0.00122,-0.00463,rad/s
GX010003.MP4,3121,2026-07-13T10:28:03.900000+00:00,40.8111709,-96.6894721,0.1908,km/h,3D,-9.5963,0.4465,-2.4016,m/s^2,-0.00135,-0.00101,-0.00404,rad/s
GX010003.MP4,3122,2026-07-13T10:28:04+00:00,40.8111707,-96.6894722,0.1512,km/h,3D,-9.5892,0.4484,-2.4079,m/s^2,-0.00165,-0.00101,-0.00415,rad/s
GX010003.MP4,3123,2026-07-13T10:28:04.100000+00:00,40.8111704,-96.6894724,0.3816,km/h,3D,-9.5801,0.4454,-2.411,m/s^2,-0.00165,-0.00122,-0.00442,rad/s
GX010003.MP4,3124,2026-07-13T10:28:04.200000+00:00,40.8111703,-96.6894725,0.1944,km/h,3D,-8.6275,0.4468,-2.3995,m/s^2,-0.00144,-0.00106,-0.00442,rad/s
GX010003.MP4,3125,2026-07-13T10:28:04.300000+00:00,40.8111702,-96.6894725,0.3996,km/h,3D,-9.5971,0.453,-2.3952,m/s^2,-0.0014,-0.00123,-0.00359,rad/s
GX010003.MP4,3126,2026-07-13T10:28:04.400000+00:00,40.8111699,-96.6894726,0.2484,km/h,3D,-9.5739,0.4469,-2.4056,m/s^2,-0.00165,-0.00101,-0.00453,rad/s
GX010003.MP4,3127,2026-07-13T10:28:04.500000+00:00,40.8111697,-96.6894726,0.0684,km/h,3D,-9.5773,0.4491,-2.4105,m/s^2,-0.00186,-0.00122,-0.00458,rad/s
GX010003.MP4,3128,2026-07-13T10:28:04.600000+00:00,40.8111695,-96.6894727,0.3096,km/h,3D,-9.5926,0.4535,-2.3942,m/s^2,-0.00154,-0.00122,-0.00442,rad/s
GX010003.MP4,3129,2026-07-13T10:28:04.700000+00:00,40.8111693,-96.6894728,0.1116,km/h,3D,-9.5928,0.4476,-2.4001,m/s^2,-0.00138,-0.00075,-0.00431,rad/s
GX010003.MP4,3130,2026-07-13T10:28:04.800000+00:00,40.8111692,-96.6894728,0.2412,km/h,3D,-9.5833,0.4628,-2.417,m/s^2,-0.00151,-0.00129,-0.0046,rad/s
GX010003.MP4,3131,2026-07-13T10:28:04.900000+00:00,40.8111691,-96.6894728,0.2052,km/h,3D,-9.594,0.4524,-2.4031,m/s^2,-0.00133,-0.00101,-0.00442,rad/s
GX010003.MP4,3132,2026-07-13T10:28:05+00:00,40.8111687,-96.6894729,0.6192,km/h,3D,-9.587,0.4488,-2.3998,m/s^2,-0.00075,-0.00043,-0.00495,rad/s
GX010003.MP4,3133,2026-07-13T10:28:05.100000+00:00,40.8111686,-96.6894729,0.306,km/h,3D,-9.5807,0.4578,-2.411,m/s^2,-0.0016,-0.00122,-0.00415,rad/s
GX010003.MP4,3134,2026-07-13T10:28:05.200000+00:00,40.8111685,-96.6894729,0.2268,km/h,3D,-8.6375,0.4562,-2.4078,m/s^2,-0.00135,-0.00101,-0.00476,rad/s
GX010003.MP4,3135,2026-07-13T10:28:05.300000+00:00,40.8111682,-96.689473,0.126,km/h,3D,-9.5832,0.4456,-2.4031,m/s^2,-0.00133,-0.00133,-0.00373,rad/s
GX010003.MP4,3136,2026-07-13T10:28:05.400000+00:00,40.811168,-96.689473,0.1332,km/h,3D,-9.5815,0.4561,-2.4053,m/s^2,-0.0016,-0.00122,-0.00399,rad/s
GX010003.MP4,3137,2026-07-13T10:28:05.500000+00:00,40.8111678,-96.689473,0.1548,km/h,3D,-9.5948,0.4508,-2.4031,m/s^2,-0.00202,-0.00197,-0.0041,rad/s
GX010003.MP4,3138,2026-07-13T10:28:05.600000+00:00,40.8111676,-96.689473,0.1692,km/h,3D,-9.585,0.4676,-2.4066,m/s^2,-0.00146,-0.00084,-0.00432,rad/s
GX010003.MP4,3139,2026-07-13T10:28:05.700000+00:00,40.8111675,-96.689473,0.216,km/h,3D,-9.5689,0.4495,-2.4097,m/s^2,-0.00117,-0.00064,-0.00437,rad/s
GX010003.MP4,3140,2026-07-13T10:28:05.800000+00:00,40.8111672,-96.689473,0.2988,km/h,3D,-9.5912,0.4548,-2.4026,m/s^2,-0.00154,-0.00154,-0.00442,rad/s
GX010003.MP4,3141,2026-07-13T10:28:05.900000+00:00,40.811167,-96.6894729,0.0612,km/h,3D,-9.5882,0.4513,-2.4058,m/s^2,-0.00186,-0.00144,-0.00474,rad/s
GX010003.MP4,3142,2026-07-13T10:28:06+00:00,40.8111668,-96.6894729,0.1692,km/h,3D,-9.5721,0.4548,-2.4079,m/s^2,-0.0014,-0.00095,-0.00426,rad/s
GX010003.MP4,3143,2026-07-13T10:28:06.100000+00:00,40.8111668,-96.6894728,0.1548,km/h,3D,-9.5956,0.4541,-2.3994,m/s^2,-0.00154,-0.00101,-0.00442,rad/s
GX010003.MP4,3144,2026-07-13T10:28:06.200000+00:00,40.8111666,-96.6894727,0.1836,km/h,3D,-8.629,0.4564,-2.4079,m/s^2,-0.00202,-0.00101,-0.00421,rad/s
GX010003.MP4,3145,2026-07-13T10:28:06.300000+00:00,40.8111664,-96.6894727,0.2016,km/h,3D,-9.5718,0.45,-2.4101,m/s^2,-0.00112,-0.00149,-0.00405,rad/s
GX010003.MP4,3146,2026-07-13T10:28:06.400000+00:00,40.8111662,-96.6894725,0.2088,km/h,3D,-9.6,0.4619,-2.3976,m/s^2,-0.00174,-0.00123,-0.00426,rad/s
GX010003.MP4,3147,2026-07-13T10:28:06.500000+00:00,40.8111661,-96.6894724,0.2052,km/h,3D,-9.5823,0.4597,-2.4032,m/s^2,-0.00144,-0.00133,-0.00442,rad/s
GX010003.MP4,3148,2026-07-13T10:28:06.600000+00:00,40.8111659,-96.6894723,0.1008,km/h,3D,-9.5742,0.4511,-2.4064,m/s^2,-0.00149,-0.00106,-0.00447,rad/s
GX010003.MP4,3149,2026-07-13T10:28:06.700000+00:00,40.8111658,-96.6894723,0.2016,km/h,3D,-9.6002,0.4482,-2.4084,m/s^2,-0.00149,-0.0016,-0.00442,rad/s
GX010003.MP4,3150,2026-07-13T10:28:06.800000+00:00,40.8111656,-96.6894722,0.216,km/h,3D,-9.5808,0.4486,-2.4025,m/s^2,-0.00207,-0.00129,-0.00415,rad/s
GX010003.MP4,3151,2026-07-13T10:28:06.900000+00:00,40.8111654,-96.6894721,0.1836,km/h,3D,-9.5817,0.4586,-2.4062,m/s^2,-0.00149,-0.00117,-0.00431,rad/s
GX010003.MP4,3152,2026-07-13T10:28:07+00:00,40.8111653,-96.6894721,0.0648,km/h,3D,-9.5996,0.4578,-2.4038,m/s^2,-0.00176,-0.00122,-0.00442,rad/s
GX010003.MP4,3153,2026-07-13T10:28:07.100000+00:00,40.8111651,-96.689472,0.1548,km/h,3D,-9.5866,0.4561,-2.4038,m/s^2,-0.00138,-0.00075,-0.00437,rad/s
GX010003.MP4,3154,2026-07-13T10:28:07.200000+00:00,40.8111649,-96.689472,0.2124,km/h,3D,-8.6189,0.4489,-2.4053,m/s^2,-0.00149,-0.00085,-0.00426,rad/s
GX010003.MP4,3155,2026-07-13T10:28:07.300000+00:00,40.8111648,-96.689472,0.1368,km/h,3D,-9.5948,0.4511,-2.4023,m/s^2,-0.00118,-0.00062,-0.00376,rad/s
GX010003.MP4,3156,2026-07-13T10:28:07.400000+00:00,40.8111646,-96.6894719,0.1044,km/h,3D,-9.5891,0.4594,-2.4074,m/s^2,-0.00202,-0.0008,-0.00458,rad/s
GX010003.MP4,3157,2026-07-13T10:28:07.500000+00:00,40.8111645,-96.6894719,0.0756,km/h,3D,-9.5842,0.4474,-2.3993,m/s^2,-0.00122,-0.00144,-0.00426,rad/s
GX010003.MP4,3158,2026-07-13T10:28:07.600000+00:00,40.8111643,-96.6894719,0.1404,km/h,3D,-9.5883,0.4483,-2.3993,m/s^2,-0.00149,-0.0024,-0.0041,rad/s
GX010003.MP4,3159,2026-07-13T10:28:07.700000+00:00,40.8111643,-96.6894719,0.1476,km/h,3D,-9.5867,0.4495,-2.407,m/s^2,-0.00151,-0.00112,-0.00482,rad/s
GX010003.MP4,3160,2026-07-13T10:28:07.800000+00:00,40.8111641,-96.6894719,0.2592,km/h,3D,-9.5718,0.4595,-2.4,m/s^2,-0.00117,-0.00096,-0.00447,rad/s
GX010003.MP4,3161,2026-07-13T10:28:07.900000+00:00,40.811164,-96.6894718,0.1296,km/h,3D,-9.5914,0.4548,-2.4088,m/s^2,-0.00122,-0.00122,-0.00479,rad/s
GX010003.MP4,3162,2026-07-13T10:28:08+00:00,40.8111639,-96.6894718,0.0756,km/h,3D,-9.5974,0.4433,-2.4075,m/s^2,-0.00213,-0.00112,-0.00421,rad/s
GX010003.MP4,3163,2026-07-13T10:28:08.100000+00:00,40.8111637,-96.6894718,0.0252,km/h,3D,-9.5706,0.4511,-2.408,m/s^2,-0.00146,-0.00095,-0.00432,rad/s
GX010003.MP4,3164,2026-07-13T10:28:08.200000+00:00,40.8111634,-96.6894716,0.3132,km/h,3D,-8.6236,0.4519,-2.4107,m/s^2,-0.00149,-0.00101,-0.00447,rad/s
GX010003.MP4,3165,2026-07-13T10:28:08.300000+00:00,40.8111634,-96.6894716,0.2556,km/h,3D,-9.5968,0.4543,-2.407,m/s^2,-0.00144,-0.00069,-0.00405,rad/s
GX010003.MP4,3166,2026-07-13T10:28:08.400000+00:00,40.8111631,-96.6894715,0.252,km/h,3D,-9.5806,0.4489,-2.3963,m/s^2,-0.00149,-0.00144,-0.00431,rad/s
GX010003.MP4,3167,2026-07-13T10:28:08.500000+00:00,40.8111631,-96.6894715,0.1116,km/h,3D,-9.5815,0.4546,-2.4132,m/s^2,-0.00135,-0.00073,-0.0042,rad/s
GX010003.MP4,3168,2026-07-13T10:28:08.600000+00:00,40.8111629,-96.6894714,0.144,km/h,3D,-9.5965,0.4531,-2.4066,m/s^2,-0.00112,-0.0008,-0.00442,rad/s
GX010003.MP4,3169,2026-07-13T10:28:08.700000+00:00,40.8111628,-96.6894714,0.3672,km/h,3D,-9.5766,0.4574,-2.4035,m/s^2,-0.00138,-0.00133,-0.00415,rad/s
GX010003.MP4,3170,2026-07-13T10:28:08.800000+00:00,40.8111626,-96.6894712,0.2736,km/h,3D,-9.5799,0.4573,-2.4094,m/s^2,-0.00181,-0.00112,-0.0041,rad/s
GX010003.MP4,3171,2026-07-13T10:28:08.900000+00:00,40.8111624,-96.6894712,0.0432,km/h,3D,-9.5946,0.4493,-2.4017,m/s^2,-0.00168,-0.0014,-0.00398,rad/s
GX010003.MP4,3172,2026-07-13T10:28:09+00:00,40.8111622,-96.6894712,0.3204,km/h,3D,-9.5802,0.4522,-2.401,m/s^2,-0.0017,-0.00096,-0.00447,rad/s
GX010003.MP4,3173,2026-07-13T10:28:09.100000+00:00,40.811162,-96.6894711,0.0684,km/h,3D,-9.5727,0.4567,-2.4037,m/s^2,-0.00181,-0.00085,-0.00437,rad/s
GX010003.MP4,3174,2026-07-13T10:28:09.200000+00:00,40.8111618,-96.689471,0.2016,km/h,3D,-8.6299,0.4511,-2.4067,m/s^2,-0.00154,-0.00096,-0.00447,rad/s
GX010003.MP4,3175,2026-07-13T10:28:09.300000+00:00,40.8111617,-96.689471,0.2772,km/h,3D,-9.5839,0.4502,-2.4045,m/s^2,-0.00185,-0.00106,-0.0046,rad/s
GX010003.MP4,3176,2026-07-13T10:28:09.400000+00:00,40.8111614,-96.6894709,0.2592,km/h,3D,-9.5782,0.4564,-2.4032,m/s^2,-0.00117,-0.00085,-0.00389,rad/s
GX010003.MP4,3177,2026-07-13T10:28:09.500000+00:00,40.8111612,-96.6894708,0.0972,km/h,3D,-9.5869,0.4543,-2.3994,m/s^2,-0.00192,-0.00096,-0.00469,rad/s
GX010003.MP4,3178,2026-07-13T10:28:09.600000+00:00,40.8111612,-96.6894708,0.198,km/h,3D,-9.5826,0.457,-2.4094,m/s^2,-0.00154,-0.00133,-0.00447,rad/s
GX010003.MP4,3179,2026-07-13T10:28:09.700000+00:00,40.811161,-96.6894706,0.0936,km/h,3D,-9.5825,0.4507,-2.407,m/s^2,-0.00154,-0.00091,-0.00426,rad/s
GX010003.MP4,3180,2026-07-13T10:28:09.800000+00:00,40.8111608,-96.6894705,0.0648,km/h,3D,-9.5753,0.4555,-2.4061,m/s^2,-0.00151,-0.00078,-0.00426,rad/s
GX010003.MP4,3181,2026-07-13T10:28:09.900000+00:00,40.8111607,-96.6894706,0.1692,km/h,3D,-9.5939,0.4546,-2.4065,m/s^2,-0.0017,-0.00133,-0.00447,rad/s
GX010003.MP4,3182,2026-07-13T10:28:10+00:00,40.8111605,-96.6894704,0.1332,km/h,3D,-9.5893,0.4554,-2.4059,m/s^2,-0.0025,-0.00154,-0.00442,rad/s
GX010003.MP4,3183,2026-07-13T10:28:10.100000+00:00,40.8111603,-96.6894703,0.2808,km/h,3D,-9.5863,0.4522,-2.4084,m/s^2,-0.00165,-0.00106,-0.00469,rad/s
GX010003.MP4,3184,2026-07-13T10:28:10.200000+00:00,40.8111602,-96.6894703,0.3348,km/h,3D,-8.5763,0.4541,-2.4051,m/s^2,-0.00191,-0.00151,-0.00443,rad/s
GX010003.MP4,3185,2026-07-13T10:28:10.300000+00:00,40.81116,-96.6894703,0.1188,km/h,3D,-9.5914,0.4615,-2.4067,m/s^2,-0.00192,-0.00032,-0.00399,rad/s
GX010003.MP4,3186,2026-07-13T10:28:10.400000+00:00,40.8111598,-96.6894702,0.2088,km/h,3D,-9.5805,0.461,-2.4012,m/s^2,-0.00208,-0.00112,-0.00426,rad/s
GX010003.MP4,3187,2026-07-13T10:28:10.500000+00:00,40.8111597,-96.6894702,0.1224,km/h,3D,-9.5791,0.4442,-2.4046,m/s^2,-0.00192,-0.00075,-0.0041,rad/s
GX010003.MP4,3188,2026-07-13T10:28:10.600000+00:00,40.8111594,-96.6894701,0.1692,km/h,3D,-9.5872,0.451,-2.4136,m/s^2,-0.00163,-0.0014,-0.00398,rad/s
GX010003.MP4,3189,2026-07-13T10:28:10.700000+00:00,40.8111593,-96.68947,0.3024,km/h,3D,-9.5812,0.4559,-2.3966,m/s^2,-0.00154,-0.00085,-0.00437,rad/s
GX010003.MP4,3190,2026-07-13T10:28:10.800000+00:00,40.8111591,-96.68947,0.2736,km/h,3D,-9.5851,0.4571,-2.4084,m/s^2,-0.00202,-0.0016,-0.00383,rad/s
GX010003.MP4,3191,2026-07-13T10:28:10.900000+00:00,40.811159,-96.6894699,0.0972,km/h,3D,-9.5815,0.457,-2.4066,m/s^2,-0.00128,-0.00085,-0.00474,rad/s
GX010003.MP4,3192,2026-07-13T10:28:11+00:00,40.8111588,-96.6894698,0.2736,km/h,3D,-9.5825,0.4548,-2.394,m/s^2,-0.00179,-0.00146,-0.0042,rad/s
GX010003.MP4,3193,2026-07-13T10:28:11.100000+00:00,40.8111586,-96.6894698,0.1872,km/h,3D,-9.5831,0.4482,-2.4024,m/s^2,-0.00186,-0.00128,-0.00437,rad/s
GX010003.MP4,3194,2026-07-13T10:28:11.200000+00:00,40.8111585,-96.6894697,0.2628,km/h,3D,-8.6252,0.4626,-2.4082,m/s^2,-0.00186,-0.0008,-0.00399,rad/s
GX010003.MP4,3195,2026-07-13T10:28:11.300000+00:00,40.8111584,-96.6894697,0.0792,km/h,3D,-9.5868,0.4598,-2.406,m/s^2,-0.00165,-0.00032,-0.00437,rad/s
GX010003.MP4,3196,2026-07-13T10:28:11.400000+00:00,40.8111582,-96.6894697,0.2628,km/h,3D,-9.582,0.4556,-2.4115,m/s^2,-0.00185,-0.00118,-0.00409,rad/s
GX010003.MP4,3197,2026-07-13T10:28:11.500000+00:00,40.8111579,-96.6894698,0.2484,km/h,3D,-9.5863,0.4496,-2.3992,m/s^2,-0.00176,-0.0008,-0.00458,rad/s
GX010003.MP4,3198,2026-07-13T10:28:11.600000+00:00,40.8111579,-96.6894697,0.3456,km/h,3D,-9.5799,0.4554,-2.4028,m/s^2,-0.00197,-0.00106,-0.00421,rad/s
GX010003.MP4,3199,2026-07-13T10:28:11.700000+00:00,40.8111577,-96.6894698,0.1296,km/h,3D,-9.5842,0.4567,-2.4049,m/s^2,-0.00144,-0.00101,-0.00458,rad/s
GX010003.MP4,3200,2026-07-13T10:28:11.800000+00:00,40.8111576,-96.6894698,0.0792,km/h,3D,-9.5909,0.4524,-2.3917,m/s^2,-0.00168,-0.00146,-0.00454,rad/s
GX010003.MP4,3201,2026-07-13T10:28:11.900000+00:00,40.8111574,-96.6894699,0.0972,km/h,3D,-9.5715,0.4619,-2.3954,m/s^2,-0.00165,-0.00122,-0.00447,rad/s
GX010003.MP4,3202,2026-07-13T10:28:12+00:00,40.8111573,-96.6894699,0.0288,km/h,3D,-9.5681,0.4493,-2.4112,m/s^2,-0.00181,-0.0016,-0.00394,rad/s
GX010003.MP4,3203,2026-07-13T10:28:12.100000+00:00,40.8111571,-96.6894699,0.0792,km/h,3D,-9.5903,0.4597,-2.4023,m/s^2,-0.00176,-0.00075,-0.00383,rad/s
GX010003.MP4,3204,2026-07-13T10:28:12.200000+00:00,40.811157,-96.6894699,0.0324,km/h,3D,-8.6314,0.4484,-2.4052,m/s^2,-0.00181,-0.00085,-0.00463,rad/s
GX010003.MP4,3205,2026-07-13T10:28:12.300000+00:00,40.8111568,-96.6894699,0.0864,km/h,3D,-9.5721,0.4421,-2.4121,m/s^2,-0.0014,-0.00106,-0.00398,rad/s
GX010003.MP4,3206,2026-07-13T10:28:12.400000+00:00,40.8111567,-96.68947,0.1296,km/h,3D,-9.5758,0.4513,-2.4125,m/s^2,-0.00154,-0.00122,-0.00421,rad/s
GX010003.MP4,3207,2026-07-13T10:28:12.500000+00:00,40.8111564,-96.68947,0.2592,km/h,3D,-9.5942,0.454,-2.3975,m/s^2,-0.00176,-0.00085,-0.00463,rad/s
GX010003.MP4,3208,2026-07-13T10:28:12.600000+00:00,40.8111564,-96.6894701,0.234,km/h,3D,-9.5859,0.451,-2.4061,m/s^2,-0.0016,-0.00106,-0.00437,rad/s
GX010003.MP4,3209,2026-07-13T10:28:12.700000+00:00,40.8111562,-96.6894701,0.1224,km/h,3D,-9.5739,0.455,-2.4187,m/s^2,-0.0014,-0.00106,-0.00376,rad/s
GX010003.MP4,3210,2026-07-13T10:28:12.800000+00:00,40.8111561,-96.6894701,0.2052,km/h,3D,-9.5885,0.4496,-2.4021,m/s^2,-0.00117,-0.00048,-0.00447,rad/s
GX010003.MP4,3211,2026-07-13T10:28:12.900000+00:00,40.811156,-96.6894701,0.2412,km/h,3D,-9.5836,0.4542,-2.3977,m/s^2,-0.00154,-0.00101,-0.00383,rad/s
GX010003.MP4,3212,2026-07-13T10:28:13+00:00,40.8111558,-96.6894703,0.396,km/h,3D,-9.5701,0.446,-2.4052,m/s^2,-0.00154,-0.00149,-0.0041,rad/s
GX010003.MP4,3213,2026-07-13T10:28:13.100000+00:00,40.8111556,-96.6894703,0.0756,km/h,3D,-9.5724,0.4567,-2.415,m/s^2,-0.00157,-0.00174,-0.00409,rad/s
GX010003.MP4,3214,2026-07-13T10:28:13.200000+00:00,40.8111554,-96.6894702,0.27,km/h,3D,-9.5827,0.4455,-2.405,m/s^2,-0.00165,-0.00064,-0.00442,rad/s
GX010003.MP4,3215,2026-07-13T10:28:13.300000+00:00,40.8111554,-96.6894703,0.2844,km/h,3D,-8.6277,0.4465,-2.4074,m/s^2,-0.00149,-0.00122,-0.00421,rad/s
GX010003.MP4,3216,2026-07-13T10:28:13.400000+00:00,40.8111553,-96.6894703,0.1476,km/h,3D,-9.5836,0.4457,-2.409,m/s^2,-0.00165,-0.00085,-0.00351,rad/s
GX010003.MP4,3217,2026-07-13T10:28:13.500000+00:00,40.811155,-96.6894704,0.2268,km/h,3D,-9.5758,0.4516,-2.4103,m/s^2,-0.00157,-0.00135,-0.00465,rad/s
