point_idx,video_time_sec,true_time_local,true_time_utc,trip,click_lat,click_lon,confidence_pct,notes,triggers,trigger_labels,custom_trigger,trg_enter_intersection,trg_exit_intersection,trg_begin_stop,trg_finish_stop,trg_blinker_on,trg_lane_change_begin,trg_lane_change_finish,trg_turn_begin_nonint,trg_turn_finish_nonint,location_held,stop_group,wire_yellow,wire_green,signal_state,gps_mean_lat,gps_mean_lon,garmin_lat,garmin_lon,gopro_lat,gopro_lon,redtiger_lat,redtiger_lon,rove_lat,rove_lon
150,1632.66,2026-07-13T05:55:12.655715-05:00,2026-07-13T10:55:12.655715+00:00,2,40.81249608529416,-96.69978160411121,75,,exit_intersection,exited intersection (just before crosswalk),,0,1,0,0,0,0,0,0,0,no,,0,0,off,40.8125133,-96.69979,40.8125195,-96.6997809,40.8125232,-96.6997908,40.8125122,-96.699821,40.8124982,-96.6997675
151,1642.70,2026-07-13T05:55:22.702945-05:00,2026-07-13T10:55:22.702945+00:00,2,40.81250420268808,-96.70104492455722,75,,enter_intersection,entered intersection (crossed beyond crosswalk),,1,0,0,0,0,0,0,0,0,no,,0,0,off,40.8125132,-96.7009755,40.8125239,-96.7009811,40.8125213,-96.7009838,40.8125122,-96.7009928,40.8124952,-96.7009442
152,1645.24,2026-07-13T05:55:25.235005-05:00,2026-07-13T10:55:25.235005+00:00,2,40.81250268084882,-96.70129504054785,75,,exit_intersection,exited intersection (just before crosswalk),,0,1,0,0,0,0,0,0,0,no,,1,1,brake,40.8125137,-96.7013464,40.8125227,-96.7013503,40.8125191,-96.7013512,40.8125122,-96.7013672,40.8125007,-96.7013167
153,1659.36,2026-07-13T05:55:39.355598-05:00,2026-07-13T10:55:39.355598+00:00,2,40.81250978838432,-96.70228946954015,60,,begin_stop,began stopping,,0,0,1,0,0,0,0,0,0,no,21,1,1,brake,40.8125279,-96.7022849,40.8125606,-96.7022935,40.8125135,-96.7022598,40.8125285,-96.7023275,40.8125088,-96.702259
154,1661.23,2026-07-13T05:55:41.230881-05:00,2026-07-13T10:55:41.230881+00:00,2,40.81250978838432,-96.70228946954015,60,,finish_stop,finished stop,,0,0,0,1,0,0,0,0,0,yes,21,0,0,off,40.8125281,-96.7022839,40.8125608,-96.7022886,40.8125132,-96.7022595,40.8125285,-96.7023275,40.81251,-96.70226
155,1666.74,2026-07-13T05:55:46.744367-05:00,2026-07-13T10:55:46.744367+00:00,2,40.812507759724184,-96.70249667018655,75,,enter_intersection,entered intersection (crossed beyond crosswalk),,1,0,0,0,0,0,0,0,0,no,,0,0,off,40.8125305,-96.7024448,40.8125795,-96.702431,40.8125195,-96.7024556,40.8125203,-96.7024577,40.8125027,-96.7024348
156,1669.04,2026-07-13T05:55:49.042469-05:00,2026-07-13T10:55:49.042469+00:00,2,40.81250748271861,-96.702738404274,75,,exit_intersection,exited intersection (just before crosswalk),,0,1,0,0,0,0,0,0,0,no,,0,0,off,40.8125241,-96.7026958,40.8125736,-96.7026876,40.8125233,-96.7027108,40.8125,-96.7027018,40.8124995,-96.702683
157,1685.60,2026-07-13T05:56:05.598581-05:00,2026-07-13T10:56:05.598581+00:00,2,40.8125135857286,-96.70394003391266,75,,enter_intersection,entered intersection (crossed beyond crosswalk),,1,0,0,0,0,0,0,0,0,no,,0,0,off,40.8124995,-96.7038544,40.812458,-96.7038271,40.8125264,-96.7038709,40.8125,-96.7038737,40.8125137,-96.7038458
158,1688.08,2026-07-13T05:56:08.078262-05:00,2026-07-13T10:56:08.078262+00:00,2,40.81251307477923,-96.7041888087988,75,,exit_intersection,exited intersection (just before crosswalk),,0,1,0,0,0,0,0,0,0,no,,0,0,off,40.8125036,-96.7041727,40.8124638,-96.7041658,40.8125292,-96.7041671,40.8125,-96.7042155,40.8125213,-96.7041425
159,1696.80,2026-07-13T05:56:16.804003-05:00,2026-07-13T10:56:16.804003+00:00,2,40.81251712470238,-96.70538842678071,75,,enter_intersection,entered intersection (crossed beyond crosswalk),,1,0,0,0,0,0,0,0,0,no,,0,0,off,40.8125189,-96.7052354,40.8124909,-96.7052386,40.8125495,-96.705213,40.8125041,-96.7052897,40.812531,-96.7052002
160,1698.81,2026-07-13T05:56:18.811055-05:00,2026-07-13T10:56:18.811055+00:00,2,40.81251486020643,-96.7055966332555,65,,blinker_on,lane change blinker activated,,0,0,0,0,1,0,0,0,0,no,,0,1,right,40.8125239,-96.7055144,40.8124968,-96.7055234,40.8125537,-96.7054889,40.8125122,-96.7055664,40.812533,-96.7054787
161,1699.46,2026-07-13T05:56:19.458622-05:00,2026-07-13T10:56:19.458622+00:00,2,40.812509002837594,-96.70569889247419,75,,exit_intersection,exited intersection (just before crosswalk),,0,1,0,0,0,0,0,0,0,no,,0,1,right,40.8125245,-96.7056545,40.8125008,-96.7056621,40.8125538,-96.705626,40.8125122,-96.7057129,40.8125312,-96.7056172
162,1705.07,2026-07-13T05:56:25.068946-05:00,2026-07-13T10:56:25.068946+00:00,2,40.8125422636239,-96.70637179166081,60,,lane_change_finish,finished lane change,,0,0,0,0,0,0,1,0,0,no,,1,0,right,40.8125448,-96.7064332,40.8125298,-96.7064519,40.8125634,-96.706414,40.8125407,-96.7064616,40.8125452,-96.7064053
163,1712.67,2026-07-13T05:56:32.671063-05:00,2026-07-13T10:56:32.671063+00:00,2,40.812551126421035,-96.70688912272453,75,,enter_intersection,entered intersection (crossed beyond crosswalk),,1,0,0,0,0,0,0,0,0,no,,0,0,right,40.8125479,-96.7068736,40.8125443,-96.706904,40.812559,-96.7068481,40.8125326,-96.706901,40.8125557,-96.7068413
164,1714.44,2026-07-13T05:56:34.443286-05:00,2026-07-13T10:56:34.443286+00:00,2,40.81258360576879,-96.70695483684541,75,,exit_intersection,exited intersection (just before crosswalk),,0,1,0,0,0,0,0,0,0,no,,0,1,right,40.8125603,-96.7069513,40.8125583,-96.7069821,40.8125728,-96.7069297,40.8125448,-96.7069824,40.8125653,-96.7069112
165,1731.57,2026-07-13T05:56:51.566289-05:00,2026-07-13T10:56:51.566289+00:00,2,40.813444334771866,-96.70697294175625,80,,begin_stop,began stopping,,0,0,1,0,0,0,0,0,0,no,22,1,1,brake,40.8134327,-96.7070054,40.8134331,-96.7070067,40.8134269,-96.7069883,40.8134399,-96.7070475,40.8134308,-96.7069792
166,1762.09,2026-07-13T05:57:22.087723-05:00,2026-07-13T10:57:22.087723+00:00,2,40.813444334771866,-96.70697294175625,80,,finish_stop,finished stop,,0,0,0,1,0,0,0,0,0,yes,22,0,0,off,40.8134624,-96.7070028,40.8134767,-96.7069791,40.8134698,-96.7069594,40.8134725,-96.7070964,40.8134305,-96.7069762
167,1764.99,2026-07-13T05:57:24.993567-05:00,2026-07-13T10:57:24.993567+00:00,2,40.81349762348364,-96.70697025954725,75,,enter_intersection,entered intersection (crossed beyond crosswalk),,1,0,0,0,0,0,0,0,0,no,,0,0,off,40.8134766,-96.7070025,40.8134767,-96.7069791,40.813502,-96.7069611,40.8134847,-96.7070964,40.8134432,-96.7069735
168,1766.93,2026-07-13T05:57:26.928582-05:00,2026-07-13T10:57:26.928582+00:00,2,40.813628053307035,-96.70697025954725,55,,blinker_on,lane change blinker activated,,0,0,0,0,1,0,0,0,0,no,,0,1,right,40.8135523,-96.706998,40.8135425,-96.7069793,40.8135887,-96.706963,40.8135701,-96.7070801,40.8135078,-96.7069697
169,1768.34,2026-07-13T05:57:28.341852-05:00,2026-07-13T10:57:28.341852+00:00,2,40.81373919685767,-96.70697025954725,75,,exit_intersection,exited intersection (just before crosswalk),,0,1,0,0,0,0,0,0,0,no,,0,1,right,40.813678,-96.7069918,40.8136459,-96.7069838,40.8137119,-96.7069527,40.8137207,-96.7070638,40.8136335,-96.706967
170,1769.40,2026-07-13T05:57:29.398658-05:00,2026-07-13T10:57:29.398658+00:00,2,40.813799588257574,-96.70697227120401,75,,lane_change_begin,lane change began moving,,0,0,0,0,0,1,0,0,0,no,,0,0,right,40.8137516,-96.7069888,40.8137093,-96.7069862,40.8137897,-96.7069456,40.8138021,-96.7070638,40.8137053,-96.7069597
171,1773.25,2026-07-13T05:57:33.247349-05:00,2026-07-13T10:57:33.247349+00:00,2,40.814198211195055,-96.70692700892688,65,,lane_change_finish,finished lane change,,0,0,0,0,0,0,1,0,0,no,,0,0,off,40.8141034,-96.7069626,40.814036,-96.7069441,40.8141698,-96.7069251,40.8141683,-96.7070475,40.8140395,-96.7069338
172,1777.61,2026-07-13T05:57:37.611469-05:00,2026-07-13T10:57:37.611469+00:00,2,40.81465014698816,-96.70692667365077,75,,enter_intersection,entered intersection (crossed beyond crosswalk),,1,0,0,0,0,0,0,0,0,no,,0,0,off,40.8145147,-96.706945,40.8144774,-96.7069242,40.814569,-96.7069178,40.814563,-96.707015,40.8144493,-96.706923
173,1779.97,2026-07-13T05:57:39.967122-05:00,2026-07-13T10:57:39.967122+00:00,2,40.81486684480938,-96.70693270862104,75,,exit_intersection,exited intersection (just before crosswalk),,0,1,0,0,0,0,0,0,0,no,,0,0,off,40.8147176,-96.7069456,40.8146916,-96.7069221,40.8147573,-96.7069178,40.8147624,-96.707015,40.8146593,-96.7069273
174,1789.25,2026-07-13T05:57:49.253747-05:00,2026-07-13T10:57:49.253747+00:00,2,40.81573643050089,-96.70694578438999,75,,enter_intersection,entered intersection (crossed beyond crosswalk),,1,0,0,0,0,0,0,0,0,no,,0,0,off,40.8156841,-96.7069544,40.8156563,-96.7068993,40.8157114,-96.7069001,40.8157104,-96.7070638,40.8156583,-96.7069543
175,1790.82,2026-07-13T05:57:50.818081-05:00,2026-07-13T10:57:50.818081+00:00,2,40.81594322455985,-96.70694880187513,75,,exit_intersection,exited intersection (just before crosswalk),,0,1,0,0,0,0,0,0,0,no,,0,0,off,40.8157943,-96.706957,40.8157764,-96.7069013,40.8158197,-96.7069065,40.8158122,-96.7070638,40.8157688,-96.7069563
176,1802.68,2026-07-13T05:58:02.683069-05:00,2026-07-13T10:58:02.683069+00:00,2,40.8173239055042,-96.70705994591118,55,,blinker_on,lane change blinker activated,,0,0,0,0,1,0,0,0,0,no,,0,1,right,40.8171896,-96.7070289,40.817189,-96.7069829,40.8171881,-96.7070252,40.8172119,-96.7070801,40.8171695,-96.7070273
177,1804.26,2026-07-13T05:58:04.263719-05:00,2026-07-13T10:58:04.263719+00:00,2,40.81752894934219,-96.70716505497695,40,,lane_change_begin,lane change began moving,,0,0,0,0,0,1,0,0,0,no,,0,1,right,40.8174233,-96.7071142,40.8174224,-96.7070797,40.8174215,-96.7071087,40.8174479,-96.7071615,40.8174013,-96.7071068
178,1806.89,2026-07-13T05:58:06.894425-05:00,2026-07-13T10:58:06.894425+00:00,2,40.81778917280764,-96.70726697891952,40,,lane_change_finish,finished lane change,,0,0,0,0,0,0,1,0,0,no,,0,0,off,40.8176621,-96.7072229,40.8176634,-96.7072021,40.8176609,-96.7072151,40.8176839,-96.7072591,40.8176403,-96.7072152
179,1818.40,2026-07-13T05:58:18.404197-05:00,2026-07-13T10:58:18.404197+00:00,2,40.81912455089614,-96.70810349285603,70,,enter_intersection,entered intersection (crossed beyond crosswalk),,1,0,0,0,0,0,0,0,0,no,,0,0,off,40.8190191,-96.7080883,40.8190122,-96.7080999,40.8190192,-96.7080784,40.8190348,-96.7081055,40.81901,-96.7080693
180,1819.93,2026-07-13T05:58:19.925113-05:00,2026-07-13T10:58:19.925113+00:00,2,40.819272740899805,-96.70817054808141,75,,exit_intersection,exited intersection (just before crosswalk),,0,1,0,0,0,0,0,0,0,no,,0,0,off,40.8191312,-96.7081412,40.819126,-96.7081575,40.819131,-96.7081284,40.8191447,-96.7081543,40.819123,-96.7081245
181,1849.52,2026-07-13T05:58:49.516393-05:00,2026-07-13T10:58:49.516393+00:00,2,40.82205252985891,-96.70747183263302,75,,enter_intersection,entered intersection (crossed beyond crosswalk),,1,0,0,0,0,0,0,0,0,no,,0,0,off,40.8220386,-96.7075573,40.8220218,-96.7075692,40.8220435,-96.7075102,40.82205,-96.7076009,40.822039,-96.7075487
182,1855.20,2026-07-13T05:58:55.197915-05:00,2026-07-13T10:58:55.197915+00:00,2,40.82236182795798,-96.70712750405075,75,,exit_intersection,exited intersection (just before crosswalk),,0,1,0,0,0,0,0,0,0,no,,0,0,off,40.8223516,-96.707185,40.8223408,-96.7071968,40.8223623,-96.7071384,40.8223551,-96.7072103,40.822348,-96.7071945
183,1882.36,2026-07-13T05:59:22.360435-05:00,2026-07-13T10:59:22.360435+00:00,2,40.824639900002275,-96.7031528055668,55,,blinker_on,lane change blinker activated,,0,0,0,0,1,0,0,0,0,no,,0,1,right,40.8245826,-96.7033011,40.8245911,-96.7033137,40.8245627,-96.7032724,40.8245972,-96.703304,40.8245795,-96.7033142
184,1888.31,2026-07-13T05:59:28.307592-05:00,2026-07-13T10:59:28.307592+00:00,2,40.8250458336656,-96.7023327201605,70,,lane_change_begin,lane change began moving,,0,0,0,0,0,1,0,0,0,no,,1,0,right,40.8250123,-96.7024491,40.8250201,-96.70246,40.8249881,-96.7024203,40.8250285,-96.7024577,40.8250123,-96.7024583
185,1892.24,2026-07-13T05:59:32.236628-05:00,2026-07-13T10:59:32.236628+00:00,2,40.82523610214921,-96.70189283788204,70,,lane_change_finish,finished lane change,,0,0,0,0,0,0,1,0,0,no,,1,1,brake,40.8252085,-96.7019846,40.825214,-96.7019905,40.825179,-96.7019618,40.8252279,-96.7019857,40.825213,-96.7020005
186,1898.44,2026-07-13T05:59:38.440083-05:00,2026-07-13T10:59:38.440083+00:00,2,40.825338609381596,-96.70168630778791,75,,begin_stop,began stopping,,0,0,1,0,0,0,0,0,0,no,23,1,1,brake,40.825343,-96.7017088,40.8253551,-96.7017195,40.8253017,-96.7016984,40.8253581,-96.701709,40.825357,-96.7017085
187,1900.96,2026-07-13T05:59:40.956725-05:00,2026-07-13T10:59:40.956725+00:00,2,40.825338609381596,-96.70168630778791,75,,finish_stop,finished stop,,0,0,0,1,0,0,0,0,0,yes,23,0,0,off,40.8253423,-96.7017132,40.8253488,-96.7017315,40.8253065,-96.7017023,40.8253581,-96.701709,40.825356,-96.70171
188,1903.69,2026-07-13T05:59:43.691175-05:00,2026-07-13T10:59:43.691175+00:00,2,40.8253512917297,-96.70164942741394,75,,enter_intersection,entered intersection (crossed beyond crosswalk),,1,0,0,0,0,0,0,0,0,no,,0,0,off,40.8253506,-96.7016936,40.8253535,-96.7017221,40.8253273,-96.7016684,40.8253581,-96.7016927,40.8253637,-96.7016912
189,1905.89,2026-07-13T05:59:45.889324-05:00,2026-07-13T10:59:45.889324+00:00,2,40.82545886376912,-96.70141808688642,75,,exit_intersection,exited intersection (just before crosswalk),,0,1,0,0,0,0,0,0,0,no,,0,0,off,40.8254055,-96.7015891,40.8254139,-96.7016017,40.8253822,-96.7015625,40.825415,-96.7015951,40.8254108,-96.7015972
190,1914.40,2026-07-13T05:59:54.400417-05:00,2026-07-13T10:59:54.400417+00:00,2,40.82592568987564,-96.70049943029882,30,,blinker_on,lane change blinker activated,,0,0,0,0,1,0,0,0,0,no,,0,1,right,40.8259002,-96.7006047,40.82591,-96.700614,40.8258768,-96.700577,40.8259115,-96.7006185,40.8259023,-96.7006095
191,1918.80,2026-07-13T05:59:58.804909-05:00,2026-07-13T10:59:58.804909+00:00,2,40.8262869520652,-96.69973567128183,55,,lane_change_begin,lane change began moving,,0,0,0,0,0,1,0,0,0,no,,0,1,right,40.8261775,-96.7000191,40.826189,-96.7000189,40.8261561,-96.6999878,40.8261841,-96.7000488,40.8261808,-96.7000207
192,1923.29,2026-07-13T06:00:03.286151-05:00,2026-07-13T11:00:03.286151+00:00,2,40.8264906819198,-96.699249856174,40,,lane_change_finish,finished lane change,,0,0,0,0,0,0,1,0,0,no,,1,0,right,40.8264635,-96.699345,40.8264746,-96.6993414,40.8264405,-96.6993255,40.826473,-96.6993652,40.8264658,-96.699348
193,1928.39,2026-07-13T06:00:08.390759-05:00,2026-07-13T11:00:08.390759+00:00,2,40.82665050588095,-96.69882137328388,75,,enter_intersection,entered intersection (crossed beyond crosswalk),,1,0,0,0,0,0,0,0,0,no,,0,1,right,40.8266543,-96.6989052,40.8266696,-96.6989033,40.8266257,-96.698882,40.8266602,-96.6989258,40.8266615,-96.6989095
194,1929.90,2026-07-13T06:00:09.901588-05:00,2026-07-13T11:00:09.901588+00:00,2,40.82661727429639,-96.69870369136335,75,,exit_intersection,exited intersection (just before crosswalk),,0,1,0,0,0,0,0,0,0,no,,0,1,right,40.8266552,-96.6988283,40.8266744,-96.6988315,40.8266241,-96.6988046,40.8266642,-96.6988444,40.8266582,-96.6988328
195,1933.93,2026-07-13T06:00:13.927815-05:00,2026-07-13T11:00:13.927815+00:00,2,40.826326845355055,-96.69852633029224,55,,blinker_on,lane change blinker activated,,0,0,0,0,1,0,0,0,0,no,,1,0,left,40.8264608,-96.6986133,40.8264756,-96.6986158,40.8264323,-96.6986015,40.8264689,-96.6986165,40.8264662,-96.6986195
196,1935.70,2026-07-13T06:00:15.698682-05:00,2026-07-13T11:00:15.698682+00:00,2,40.82620147447102,-96.69846128672363,70,,lane_change_begin,lane change began moving,,0,0,0,0,0,1,0,0,0,no,,0,0,left,40.8262991,-96.6985256,40.8263129,-96.6985293,40.8262707,-96.6985088,40.8263062,-96.6985352,40.8263068,-96.698529
197,1939.41,2026-07-13T06:00:19.406841-05:00,2026-07-13T11:00:19.406841+00:00,2,40.82580187290289,-96.69816724956037,70,,lane_change_finish,finished lane change,,0,0,0,0,0,0,1,0,0,no,,0,0,off,40.825889,-96.6982496,40.8259022,-96.6982573,40.8258609,-96.6982247,40.8258952,-96.6982585,40.8258977,-96.6982578
198,1940.71,2026-07-13T06:00:20.708007-05:00,2026-07-13T11:00:20.708007+00:00,2,40.82566132073858,-96.69806331396104,45,,blinker_on,lane change blinker activated,,0,0,0,0,1,0,0,0,0,no,,1,0,left,40.8257735,-96.6981573,40.8257879,-96.6981629,40.8257457,-96.6981353,40.8257772,-96.6981608,40.8257832,-96.6981703
199,1942.46,2026-07-13T06:00:22.456772-05:00,2026-07-13T11:00:22.456772+00:00,2,40.82539930311829,-96.69786918908359,75,,lane_change_begin,lane change began moving,,0,0,0,0,0,1,0,0,0,no,,0,0,left,40.8255258,-96.6979733,40.8255416,-96.6979777,40.8254994,-96.6979484,40.8255249,-96.6979818,40.8255373,-96.6979853
200,1945.62,2026-07-13T06:00:25.616897-05:00,2026-07-13T11:00:25.616897+00:00,2,40.82502127970255,-96.69752586632968,75,,lane_change_finish,finished lane change,,0,0,0,0,0,0,1,0,0,no,,0,0,off,40.8251433,-96.6976527,40.8251597,-96.6976625,40.8251194,-96.6976269,40.8251383,-96.6976562,40.825156,-96.6976653
201,1957.87,2026-07-13T06:00:37.869707-05:00,2026-07-13T11:00:37.869707+00:00,2,40.82370675509399,-96.6961978375912,65,,enter_intersection,entered intersection (crossed beyond crosswalk),,1,0,0,0,0,0,0,0,0,no,,0,0,off,40.8237973,-96.6963151,40.8238174,-96.6963166,40.8237761,-96.6963046,40.8237996,-96.6963216,40.8237962,-96.6963177
202,1959.51,2026-07-13T06:00:39.505884-05:00,2026-07-13T11:00:39.505884+00:00,2,40.82351494584506,-96.6959846019745,75,,exit_intersection,exited intersection (just before crosswalk),,0,1,0,0,0,0,0,0,0,no,,0,0,off,40.8235798,-96.6960878,40.8236001,-96.6960889,40.8235574,-96.6960795,40.823584,-96.6960938,40.8235778,-96.6960888
203,1986.14,2026-07-13T06:01:06.137472-05:00,2026-07-13T11:01:06.137472+00:00,2,40.82121678049398,-96.69291548430921,75,,begin_stop,began stopping,,0,0,1,0,0,0,0,0,0,no,24,1,1,brake,40.8212223,-96.6929406,40.8212358,-96.6929359,40.8212239,-96.6929468,40.8212199,-96.6929525,40.8212097,-96.692927
204,2015.76,2026-07-13T06:01:35.761353-05:00,2026-07-13T11:01:35.761353+00:00,2,40.82121678049398,-96.69291548430921,75,,finish_stop,finished stop,,0,0,0,1,0,0,0,0,0,yes,24,0,0,off,40.8212263,-96.6929462,40.821243,-96.6929431,40.8212359,-96.6929569,40.8212158,-96.6929525,40.8212105,-96.6929323
205,2018.35,2026-07-13T06:01:38.347625-05:00,2026-07-13T11:01:38.347625+00:00,2,40.82116806926815,-96.69287525117399,75,,enter_intersection,entered intersection (crossed beyond crosswalk),,1,0,0,0,0,0,0,0,0,no,,0,0,off,40.8211733,-96.6929023,40.8211935,-96.6928999,40.8211736,-96.6929033,40.8211711,-96.6929199,40.8211548,-96.6928863
206,2023.08,2026-07-13T06:01:43.077626-05:00,2026-07-13T11:01:43.077626+00:00,2,40.820806258104085,-96.69260300695898,75,,exit_intersection,exited intersection (just before crosswalk),,0,1,0,0,0,0,0,0,0,no,,0,0,off,40.8208478,-96.6926571,40.8208651,-96.692646,40.8208423,-96.6926564,40.8208415,-96.6926758,40.8208422,-96.6926502
207,2067.84,2026-07-13T06:02:27.841007-05:00,2026-07-13T11:02:27.841007+00:00,2,40.8159599665019,-96.69405542314053,75,,begin_stop,began stopping,,0,0,1,0,0,0,0,0,0,no,25,1,1,brake,40.8159749,-96.6940893,40.8159776,-96.6940965,40.8159821,-96.6940617,40.8159587,-96.6941081,40.8159812,-96.6940908
208,2081.27,2026-07-13T06:02:41.269306-05:00,2026-07-13T11:02:41.269306+00:00,2,40.8159599665019,-96.69405542314053,75,,finish_stop,finished stop,,0,0,0,1,0,0,0,0,0,yes,25,0,0,off,40.8159725,-96.6940931,40.8159902,-96.6940962,40.8159694,-96.6940645,40.8159505,-96.6941243,40.8159797,-96.6940875
209,2083.94,2026-07-13T06:02:43.944158-05:00,2026-07-13T11:02:43.944158+00:00,2,40.81590414596463,-96.69405877590181,75,,enter_intersection,entered intersection (crossed beyond crosswalk),,1,0,0,0,0,0,0,0,0,no,,0,0,off,40.8159293,-96.6940908,40.8159361,-96.6940872,40.8159169,-96.6940665,40.8159098,-96.6941243,40.8159545,-96.6940853
210,2086.48,2026-07-13T06:02:46.481266-05:00,2026-07-13T11:02:46.481266+00:00,2,40.8156904966121,-96.69404804706575,75,,exit_intersection,exited intersection (just before crosswalk),,0,1,0,0,0,0,0,0,0,no,,0,0,off,40.8157513,-96.6940862,40.8157567,-96.6940869,40.8157363,-96.6940687,40.8157186,-96.6941081,40.8157935,-96.6940813
211,2099.04,2026-07-13T06:02:59.037276-05:00,2026-07-13T11:02:59.037276+00:00,2,40.814861032944506,-96.69406179338696,75,,begin_stop,began stopping,,0,0,1,0,0,0,0,0,0,no,26,1,1,brake,40.8148697,-96.6940908,40.8148681,-96.6941017,40.8148716,-96.6940881,40.8148478,-96.6940918,40.8148913,-96.6940815
212,2111.26,2026-07-13T06:03:11.258039-05:00,2026-07-13T11:03:11.258039+00:00,2,40.814861032944506,-96.69406179338696,75,,finish_stop,finished stop,,0,0,0,1,0,0,0,0,0,yes,26,0,0,off,40.8148715,-96.6940868,40.814878,-96.6941014,40.8148691,-96.6940746,40.8148478,-96.6940918,40.8148912,-96.6940795
213,2114.32,2026-07-13T06:03:14.317129-05:00,2026-07-13T11:03:14.317129+00:00,2,40.81480544266616,-96.69405877590181,75,,enter_intersection,entered intersection (crossed beyond crosswalk),,1,0,0,0,0,0,0,0,0,no,,0,0,off,40.8148182,-96.6940913,40.8148169,-96.6941228,40.8147995,-96.6940725,40.8148071,-96.6940918,40.8148493,-96.6940782
214,2117.46,2026-07-13T06:03:17.456163-05:00,2026-07-13T11:03:17.456163+00:00,2,40.814594837142224,-96.69406279921535,75,,exit_intersection,exited intersection (just before crosswalk),,0,1,0,0,0,0,0,0,0,no,,0,0,off,40.814642,-96.6940939,40.8146358,-96.6941278,40.8146212,-96.6940745,40.8146281,-96.6940918,40.814683,-96.6940815
215,2130.40,2026-07-13T06:03:30.396997-05:00,2026-07-13T11:03:30.396997+00:00,2,40.813806065852916,-96.6940629668534,75,,begin_stop,began stopping,,0,0,1,0,0,0,0,0,0,no,27,1,1,brake,40.8138024,-96.6940943,40.813802,-96.6941135,40.813804,-96.6940794,40.8137817,-96.6940918,40.8138217,-96.6940923
216,2159.32,2026-07-13T06:03:59.320360-05:00,2026-07-13T11:03:59.320360+00:00,2,40.813806065852916,-96.6940629668534,75,,finish_stop,finished stop,,0,0,0,1,0,0,0,0,0,yes,27,0,0,off,40.8138084,-96.6940936,40.8138108,-96.6941126,40.8138059,-96.6940774,40.813798,-96.6940918,40.813819,-96.6940928
217,2161.66,2026-07-13T06:04:01.655501-05:00,2026-07-13T11:04:01.655501+00:00,2,40.81374730979912,-96.69406682252885,75,,enter_intersection,entered intersection (crossed beyond crosswalk),,1,0,0,0,0,0,0,0,0,no,,0,0,off,40.8137807,-96.6940929,40.8138005,-96.6941126,40.8137656,-96.6940765,40.8137736,-96.6940918,40.8137833,-96.6940907
218,2166.68,2026-07-13T06:04:06.678916-05:00,2026-07-13T11:04:06.678916+00:00,2,40.813391050489706,-96.69406346976758,75,,exit_intersection,exited intersection (just before crosswalk),,0,1,0,0,0,0,0,0,0,no,,0,0,off,40.8134616,-96.6940844,40.8134655,-96.694087,40.8134447,-96.6940722,40.8134603,-96.6940918,40.8134758,-96.6940868
219,2178.69,2026-07-13T06:04:18.692258-05:00,2026-07-13T11:04:18.692258+00:00,2,40.812657704376505,-96.69407285749914,75,,begin_stop,began stopping,,0,0,1,0,0,0,0,0,0,no,28,1,1,brake,40.8126501,-96.6940841,40.8126483,-96.6940918,40.81266,-96.6940649,40.8126465,-96.6940918,40.8126455,-96.6940877
220,2182.18,2026-07-13T06:04:22.182606-05:00,2026-07-13T11:04:22.182606+00:00,2,40.812657704376505,-96.69407285749914,75,,finish_stop,finished stop,,0,0,0,1,0,0,0,0,0,yes,28,0,0,off,40.8126536,-96.6940836,40.8126586,-96.6940919,40.81266,-96.6940651,40.8126465,-96.6940918,40.8126493,-96.6940857
221,2184.52,2026-07-13T06:04:24.517176-05:00,2026-07-13T11:04:24.517176+00:00,2,40.81259832660994,-96.69407017529011,75,,enter_intersection,entered intersection (crossed beyond crosswalk),,1,0,0,0,0,0,0,0,0,no,,0,0,off,40.8126288,-96.6940834,40.8126464,-96.6940922,40.8126155,-96.6940655,40.8126261,-96.6940918,40.812627,-96.694084
222,2187.76,2026-07-13T06:04:27.763335-05:00,2026-07-13T11:04:27.763335+00:00,2,40.81236842181629,-96.69407822191715,75,,exit_intersection,exited intersection (just before crosswalk),,0,1,0,0,0,0,0,0,0,no,,0,0,off,40.8124599,-96.6940838,40.8124576,-96.6940937,40.8124421,-96.694067,40.8124756,-96.6940918,40.8124642,-96.6940827
223,2205.03,2026-07-13T06:04:45.027552-05:00,2026-07-13T11:04:45.027552+00:00,2,40.81036474133836,-96.6940849274397,75,,enter_intersection,entered intersection (crossed beyond crosswalk),,1,0,0,0,0,0,0,0,0,no,,1,1,brake,40.8103967,-96.6941009,40.8103954,-96.6941089,40.8103808,-96.6940909,40.8104004,-96.6941081,40.8104102,-96.6940957
224,2206.92,2026-07-13T06:04:46.921640-05:00,2026-07-13T11:04:46.921640+00:00,2,40.810125699163336,-96.69408559799196,75,,exit_intersection,exited intersection (just before crosswalk),,0,1,0,0,0,0,0,0,0,no,,0,1,left,40.810274,-96.6941014,40.8102707,-96.6941095,40.8102603,-96.6940917,40.8102783,-96.6941081,40.8102868,-96.6940962
225,2219.65,2026-07-13T06:04:59.652217-05:00,2026-07-13T11:04:59.652217+00:00,2,40.809290811847575,-96.69406682252885,75,,enter_intersection,entered intersection (crossed beyond crosswalk),,1,0,0,0,0,0,0,0,0,no,,1,0,left,40.8093225,-96.6941125,40.809324,-96.69412,40.809323,-96.6940979,40.809318,-96.6941243,40.8093252,-96.6941077
