"pointId","timeSec","lap","latitude","longitude","confidencePct","notes","triggers","customTrigger","locationHeld","stopGroup"
297,2961.73,3,40.8134478886613,-96.706972271204,75,,"finish_stop",,TRUE,43
298,2964.6,3,40.8134915324332,-96.7069709300995,75,,"enter_intersection",,FALSE,
299,2967.23,3,40.8136214525318,-96.706969588995,75,,"blinker_on",,FALSE,
300,2968.18,3,40.81373766593,-96.706972271204,75,,"exit_intersection",,FALSE,
301,2969.85,3,40.8138840610467,-96.7069699242711,65,,"lane_change_begin",,FALSE,
302,2973.87,3,40.8142411110903,-96.706924661994,75,,"lane_change_finish",,FALSE,
303,2978.04,3,40.8146465983235,-96.7069283500314,75,,"enter_intersection",,FALSE,
304,2979.72,3,40.814861772307,-96.7069286853075,75,,"exit_intersection",,FALSE,
305,2990.17,3,40.8157336285002,-96.7069494724274,75,,"enter_intersection",,FALSE,
306,2992.3,3,40.8159457619738,-96.7069494724274,75,,"exit_intersection",,FALSE,
307,3004.19,3,40.8173045454441,-96.7070624604821,65,,"blinker_on",,FALSE,
308,3006.17,3,40.8175686761823,-96.7071814835072,65,,"lane_change_begin",,FALSE,
309,3010.35,3,40.8180710763058,-96.707463786006,65,,"lane_change_finish",,FALSE,
310,3020.87,3,40.8191194800953,-96.7080994695425,75,,"enter_intersection",,FALSE,
311,3022.22,3,40.8192788222175,-96.7081698775292,75,,"exit_intersection",,FALSE,
312,3052.3,3,40.8220535395712,-96.7074597626925,75,,"enter_intersection",,FALSE,
313,3056.91,3,40.8223711929211,-96.7071244865656,75,,"exit_intersection",,FALSE,
314,3084.02,3,40.8246617192421,-96.7031105607748,65,,"blinker_on",,FALSE,
315,3089.65,3,40.8250509031534,-96.7023266851902,65,,"lane_change_begin",,FALSE,
316,3093.47,3,40.8252406783135,-96.7018841207027,70,,"lane_change_finish",,FALSE,
317,3096.04,3,40.8253523137747,-96.7016527801752,75,,"enter_intersection",,FALSE,
318,3097.49,3,40.8254589954515,-96.7014108784497,75,,"exit_intersection",,FALSE,
319,3105.32,3,40.8259647520187,-96.7004216462374,70,,"blinker_on",,FALSE,
320,3111.24,3,40.8263128275833,-96.6996598988771,70,,"lane_change_begin",,FALSE,
321,3117.01,3,40.826602048133,-96.6990342736244,70,,"lane_change_finish",,FALSE,
322,3122.26,3,40.8266533083665,-96.6988740116358,75,,"begin_stop",,FALSE,44
323,3124.47,3,40.8266533083665,-96.6988740116358,75,,"finish_stop",,TRUE,44
324,3126.01,3,40.8266532963278,-96.6988156735897,65,,"enter_intersection",,FALSE,
325,3129.54,3,40.8265639974995,-96.6986674815417,65,,"exit_intersection|blinker_on",,FALSE,
326,3132.43,3,40.8263752378365,-96.6985534876585,60,,"lane_change_begin",,FALSE,
327,3135.77,3,40.8259474990042,-96.6982664912939,60,,"blinker_on|lane_change_finish",,FALSE,
328,3137.92,3,40.8258089714463,-96.6981719434262,65,,"lane_change_begin",,FALSE,
329,3141.9,3,40.8253571606915,-96.6977893933654,70,,"lane_change_finish",,FALSE,
330,3159.6,3,40.8237595248715,-96.6962575167418,75,,"begin_stop",,FALSE,45
331,3177.72,3,40.8237595248715,-96.6962575167418,75,,"finish_stop",,TRUE,45
332,3181.09,3,40.8237026843554,-96.6961985081434,75,,"enter_intersection",,FALSE,
333,3183.72,3,40.8235078541077,-96.695980578661,75,,"exit_intersection",,FALSE,
334,3213.75,3,40.8212193073865,-96.6929215192795,75,,"begin_stop",,FALSE,46
335,3240.46,3,40.8212193073865,-96.6929215192795,75,,"finish_stop",,TRUE,46
336,3243.08,3,40.8211650201392,-96.692872568965,75,,"enter_intersection",,FALSE,
337,3248.03,3,40.8208098091912,-96.692605689168,75,,"exit_intersection",,FALSE,
338,3293.15,3,40.8159650518209,-96.6940527409315,75,,"begin_stop",,FALSE,47
339,3295.82,3,40.8159650518209,-96.6940527409315,75,,"finish_stop",,TRUE,47
340,3298.93,3,40.8159036438138,-96.694059446454,75,,"enter_intersection",,FALSE,
341,3301.43,3,40.8156960851363,-96.6940450295806,75,,"exit_intersection",,FALSE,
342,3315.57,3,40.8148079728991,-96.694059446454,75,,"enter_intersection",,FALSE,
343,3318.56,3,40.8145897546424,-96.6940621286631,75,,"exit_intersection",,FALSE,
344,3330.34,3,40.8138087208343,-96.6940688341856,75,,"begin_stop",,FALSE,48
345,3358.63,3,40.8138087208343,-96.6940688341856,75,,"finish_stop",,TRUE,48
346,3361.38,3,40.8137493449579,-96.6940681636333,75,,"enter_intersection",,FALSE,
347,3365.74,3,40.8133935869692,-96.6940621286631,75,,"exit_intersection",,FALSE,
348,3373.1,3,40.8125978161772,-96.6940755397082,76,,"enter_intersection",,FALSE,
349,3374.87,3,40.8123623304901,-96.6940762102604,75,,"exit_intersection",,FALSE,
350,3389.8,3,40.810366168872,-96.6940891183913,75,,"enter_intersection",,FALSE,
351,3391.79,3,40.8101236676779,-96.6940889507532,75,,"exit_intersection",,FALSE,
352,3402.76,3,40.8093481633012,-96.6940929740667,75,,"begin_stop",,FALSE,49
353,3408.7,3,40.8093481633012,-96.6940929740667,75,,"finish_stop",,TRUE,49
354,3412.3,3,40.8092872592837,-96.6940688341856,75,,"enter_intersection",,FALSE,
355,3415.9,3,40.8091816849624,-96.6937617212534,75,,"exit_intersection",,FALSE,
356,3428.29,3,40.8091741346191,-96.6919673234224,60,,"blinker_on",,FALSE,
357,3430.53,3,40.8091801682078,-96.6915830969811,60,,"lane_change_begin",,FALSE,
358,3434.36,3,40.8092088607898,-96.6910677775741,70,,"lane_change_finish",,FALSE,
359,3437.79,3,40.8092232983073,-96.6907395422459,75,,"enter_intersection",,FALSE,
360,3439.03,3,40.8092400557072,-96.6906637698412,75,,"exit_intersection",,FALSE,
361,3451.07,3,40.8100774763113,-96.6906114667654,75,,"enter_intersection",,FALSE,
362,3452.83,3,40.8102703257075,-96.6906168311834,75,,"exit_intersection",,FALSE,
363,3463.14,3,40.8112201801835,-96.6905977204442,65,,"enter_intersection",,FALSE,
364,3466.2,3,40.8112496374333,-96.6905266419053,65,,"exit_intersection|turn_begin_nonint",,FALSE,
365,3470.51,3,40.8111620623313,-96.6904357820749,65,,"turn_finish_nonint",,FALSE,
366,3474.75,3,40.8109575339453,-96.6904237121344,65,,"turn_begin_nonint",,FALSE,
367,3481.62,3,40.8108682088241,-96.690050214529,65,,"turn_begin_nonint|turn_finish_nonint",,FALSE,
368,3490.49,3,40.8106042953366,-96.6899006813765,65,,"turn_finish_nonint",,FALSE,
369,3497.46,3,40.8102698357277,-96.6899067163467,65,,"turn_begin_nonint",,FALSE,
370,3503.03,3,40.8101987828822,-96.6896733641625,65,,"turn_finish_nonint",,FALSE,
371,3506.95,3,40.810207408944,-96.6895271837711,65,,"turn_begin_nonint",,FALSE,
372,3511.25,3,40.8103358156486,-96.6894433647394,65,,"turn_finish_nonint",,FALSE,
373,3528.79,3,40.8111595307551,-96.6894017904997,95,,"begin_stop",,FALSE,50
374,3952.47,3,40.8111595307551,-96.6894017904997,95,,"finish_stop",,TRUE,50
