clip,sample_idx,ts_utc,fix,lat_deg,lon_deg,speed_mph,bearing_raw,year2k,month,day,hour,minute,second
REC20230712-035909-151.mp4,28,2026-04-26T06:19:53+00:00,1,40.871551,-96.7213842,46,88,26,4,26,6,19,53
REC20230712-035909-151.mp4,29,2026-04-26T06:19:54+00:00,1,40.8714167,-96.7211625,46,90,26,4,26,6,19,54
REC20230712-035909-151.mp4,30,2026-04-26T06:19:55+00:00,1,40.8712765,-96.7209472,46,92,26,4,26,6,19,55
REC20230712-035909-151.mp4,31,2026-04-26T06:19:56+00:00,1,40.8711292,-96.7207393,46,93,26,4,26,6,19,56
REC20230712-035909-151.mp4,32,2026-04-26T06:19:57+00:00,1,40.8709777,-96.720536,46,95,26,4,26,6,19,57
REC20230712-035909-151.mp4,33,2026-04-26T06:19:58+00:00,1,40.8708177,-96.7203427,46,97,26,4,26,6,19,58
REC20230712-035909-151.mp4,34,2026-04-26T06:19:59+00:00,1,40.8706483,-96.7201618,46,99,26,4,26,6,19,59
REC20230712-035909-151.mp4,35,2026-04-26T06:20:00+00:00,1,40.8704725,-96.7199873,47,100,26,4,26,6,20,0
REC20230712-035909-151.mp4,36,2026-04-26T06:20:01+00:00,1,40.8702913,-96.7198175,48,102,26,4,26,6,20,1
REC20230712-035909-151.mp4,37,2026-04-26T06:20:02+00:00,1,40.8700973,-96.719662,48,104,26,4,26,6,20,2
REC20230712-035909-151.mp4,38,2026-04-26T06:20:03+00:00,1,40.8698985,-96.719515,50,107,26,4,26,6,20,3
REC20230712-035909-151.mp4,39,2026-04-26T06:20:04+00:00,1,40.8696857,-96.719379,51,107,26,4,26,6,20,4
REC20230712-035909-151.mp4,40,2026-04-26T06:20:05+00:00,1,40.8694665,-96.7192497,51,109,26,4,26,6,20,5
REC20230712-035909-151.mp4,41,2026-04-26T06:20:06+00:00,1,40.8692383,-96.719132,52,111,26,4,26,6,20,6
REC20230712-035909-151.mp4,42,2026-04-26T06:20:07+00:00,1,40.869004,-96.7190252,52,113,26,4,26,6,20,7
REC20230712-035909-151.mp4,43,2026-04-26T06:20:08+00:00,1,40.8687673,-96.718924,53,113,26,4,26,6,20,8
REC20230712-035909-151.mp4,44,2026-04-26T06:20:09+00:00,1,40.868528,-96.7188245,53,113,26,4,26,6,20,9
REC20230712-035909-151.mp4,45,2026-04-26T06:20:10+00:00,1,40.8682898,-96.7187242,53,113,26,4,26,6,20,10
REC20230712-035909-151.mp4,46,2026-04-26T06:20:11+00:00,1,40.8680493,-96.7186242,54,114,26,4,26,6,20,11
REC20230712-035909-151.mp4,47,2026-04-26T06:20:12+00:00,1,40.8678062,-96.7185233,54,114,26,4,26,6,20,12
REC20230712-035909-151.mp4,48,2026-04-26T06:20:13+00:00,1,40.8675637,-96.7184233,54,114,26,4,26,6,20,13
REC20230712-035909-151.mp4,49,2026-04-26T06:20:14+00:00,1,40.867322,-96.7183223,54,113,26,4,26,6,20,14
REC20230712-035909-151.mp4,50,2026-04-26T06:20:15+00:00,1,40.8670812,-96.7182195,54,113,26,4,26,6,20,15
REC20230712-035909-151.mp4,51,2026-04-26T06:20:16+00:00,1,40.8668408,-96.7181157,54,113,26,4,26,6,20,16
REC20230712-035909-151.mp4,52,2026-04-26T06:20:17+00:00,1,40.8666015,-96.718012,54,113,26,4,26,6,20,17
REC20230712-035909-151.mp4,53,2026-04-26T06:20:18+00:00,1,40.8663625,-96.7179085,54,113,26,4,26,6,20,18
REC20230712-035909-151.mp4,54,2026-04-26T06:20:19+00:00,1,40.8661235,-96.717805,54,113,26,4,26,6,20,19
REC20230712-035909-151.mp4,55,2026-04-26T06:20:20+00:00,1,40.8658847,-96.7177025,53,113,26,4,26,6,20,20
REC20230712-035909-151.mp4,56,2026-04-26T06:20:21+00:00,1,40.8656463,-96.7176002,53,113,26,4,26,6,20,21
