clip,sample_idx,ts_utc,active,lat_hem,lon_hem,lat_deg,lon_deg,hour,minute,second,year,month,day
20260426000823_000147F.MP4,37,2026-04-26T06:09:02+00:00,A,N,W,40.8161825,-96.7736003,6,9,2,26,4,26
20260426000823_000147F.MP4,38,2026-04-26T06:09:03+00:00,A,N,W,40.8162069,-96.7738932,6,9,3,26,4,26
20260426000823_000147F.MP4,39,2026-04-26T06:09:04+00:00,A,N,W,40.8162272,-96.7741862,6,9,4,26,4,26
20260426000823_000147F.MP4,40,2026-04-26T06:09:05+00:00,A,N,W,40.8162516,-96.7744792,6,9,5,26,4,26
20260426000823_000147F.MP4,41,2026-04-26T06:09:05+00:00,A,N,W,40.8162516,-96.7744792,6,9,5,26,4,26
20260426000823_000147F.MP4,42,2026-04-26T06:09:07+00:00,A,N,W,40.8163045,-96.7750814,6,9,7,26,4,26
20260426000823_000147F.MP4,43,2026-04-26T06:09:08+00:00,A,N,W,40.8163289,-96.7753743,6,9,8,26,4,26
20260426000823_000147F.MP4,44,2026-04-26T06:09:09+00:00,A,N,W,40.8163534,-96.7756673,6,9,9,26,4,26
20260426000823_000147F.MP4,45,2026-04-26T06:09:10+00:00,A,N,W,40.8163818,-96.7759603,6,9,10,26,4,26
20260426000823_000147F.MP4,46,2026-04-26T06:09:11+00:00,A,N,W,40.8164022,-96.7762533,6,9,11,26,4,26
20260426000823_000147F.MP4,47,2026-04-26T06:09:12+00:00,A,N,W,40.8164266,-96.7765462,6,9,12,26,4,26
20260426000823_000147F.MP4,48,2026-04-26T06:09:13+00:00,A,N,W,40.816451,-96.7768555,6,9,13,26,4,26
20260426000823_000147F.MP4,49,2026-04-26T06:09:14+00:00,A,N,W,40.8164754,-96.7771484,6,9,14,26,4,26
20260426000823_000147F.MP4,50,2026-04-26T06:09:15+00:00,A,N,W,40.8164998,-96.7774414,6,9,15,26,4,26
20260426000823_000147F.MP4,51,2026-04-26T06:09:16+00:00,A,N,W,40.8165243,-96.7777344,6,9,16,26,4,26
20260426000823_000147F.MP4,52,2026-04-26T06:09:16+00:00,A,N,W,40.8165243,-96.7777344,6,9,16,26,4,26
20260426000823_000147F.MP4,53,2026-04-26T06:09:18+00:00,A,N,W,40.8165731,-96.778304,6,9,18,26,4,26
20260426000823_000147F.MP4,54,2026-04-26T06:09:19+00:00,A,N,W,40.8165975,-96.778597,6,9,19,26,4,26
20260426000823_000147F.MP4,55,2026-04-26T06:09:20+00:00,A,N,W,40.8166219,-96.77889,6,9,20,26,4,26
20260426000823_000147F.MP4,56,2026-04-26T06:09:21+00:00,A,N,W,40.8166463,-96.7791829,6,9,21,26,4,26
20260426000823_000147F.MP4,57,2026-04-26T06:09:22+00:00,A,N,W,40.8166748,-96.7794759,6,9,22,26,4,26
20260426000823_000147F.MP4,58,2026-04-26T06:09:23+00:00,A,N,W,40.8167074,-96.7797689,6,9,23,26,4,26
20260426000823_000147F.MP4,59,2026-04-26T06:09:24+00:00,A,N,W,40.816748,-96.7800781,6,9,24,26,4,26
20260426000923_000148F.MP4,0,2026-04-26T06:09:25+00:00,A,N,W,40.8167887,-96.7803874,6,9,25,26,4,26
20260426000923_000148F.MP4,1,2026-04-26T06:09:26+00:00,A,N,W,40.8168335,-96.7806966,6,9,26,26,4,26
20260426000923_000148F.MP4,2,2026-04-26T06:09:27+00:00,A,N,W,40.8168864,-96.7810059,6,9,27,26,4,26
20260426000923_000148F.MP4,3,2026-04-26T06:09:28+00:00,A,N,W,40.8169393,-96.7813151,6,9,28,26,4,26
20260426000923_000148F.MP4,4,2026-04-26T06:09:29+00:00,A,N,W,40.8169963,-96.7816081,6,9,29,26,4,26
20260426000923_000148F.MP4,5,2026-04-26T06:09:30+00:00,A,N,W,40.8170532,-96.7819173,6,9,30,26,4,26
20260426000923_000148F.MP4,6,2026-04-26T06:09:31+00:00,A,N,W,40.8171102,-96.7822266,6,9,31,26,4,26
20260426000923_000148F.MP4,7,2026-04-26T06:09:32+00:00,A,N,W,40.8171631,-96.7825195,6,9,32,26,4,26
20260426000923_000148F.MP4,8,2026-04-26T06:09:33+00:00,A,N,W,40.8172282,-96.7828125,6,9,33,26,4,26
20260426000923_000148F.MP4,9,2026-04-26T06:09:34+00:00,A,N,W,40.8172974,-96.7830892,6,9,34,26,4,26
20260426000923_000148F.MP4,10,2026-04-26T06:09:35+00:00,A,N,W,40.8173747,-96.7833822,6,9,35,26,4,26
20260426000923_000148F.MP4,11,2026-04-26T06:09:36+00:00,A,N,W,40.8174561,-96.7836589,6,9,36,26,4,26
20260426000923_000148F.MP4,12,2026-04-26T06:09:37+00:00,A,N,W,40.8175456,-96.7839355,6,9,37,26,4,26
20260426000923_000148F.MP4,13,2026-04-26T06:09:38+00:00,A,N,W,40.8176392,-96.784196,6,9,38,26,4,26
20260426000923_000148F.MP4,14,2026-04-26T06:09:39+00:00,A,N,W,40.8177368,-96.7844564,6,9,39,26,4,26
20260426000923_000148F.MP4,15,2026-04-26T06:09:39+00:00,A,N,W,40.8177368,-96.7844564,6,9,39,26,4,26
20260426000923_000148F.MP4,16,2026-04-26T06:09:41+00:00,A,N,W,40.8179077,-96.7849609,6,9,41,26,4,26
20260426000923_000148F.MP4,17,2026-04-26T06:09:42+00:00,A,N,W,40.817981,-96.7851888,6,9,42,26,4,26
20260426000923_000148F.MP4,18,2026-04-26T06:09:43+00:00,A,N,W,40.8180461,-96.7854329,6,9,43,26,4,26
20260426000923_000148F.MP4,19,2026-04-26T06:09:44+00:00,A,N,W,40.818099,-96.7856608,6,9,44,26,4,26
20260426000923_000148F.MP4,20,2026-04-26T06:09:45+00:00,A,N,W,40.8181437,-96.7858887,6,9,45,26,4,26
20260426000923_000148F.MP4,21,2026-04-26T06:09:46+00:00,A,N,W,40.8181885,-96.7861003,6,9,46,26,4,26
20260426000923_000148F.MP4,22,2026-04-26T06:09:47+00:00,A,N,W,40.8182414,-96.7862956,6,9,47,26,4,26
20260426000923_000148F.MP4,23,2026-04-26T06:09:48+00:00,A,N,W,40.8182902,-96.7864746,6,9,48,26,4,26
20260426000923_000148F.MP4,24,2026-04-26T06:09:49+00:00,A,N,W,40.818339,-96.7866536,6,9,49,26,4,26
20260426000923_000148F.MP4,25,2026-04-26T06:09:50+00:00,A,N,W,40.8183797,-96.7868164,6,9,50,26,4,26
20260426000923_000148F.MP4,26,2026-04-26T06:09:51+00:00,A,N,W,40.8184204,-96.7869792,6,9,51,26,4,26
20260426000923_000148F.MP4,27,2026-04-26T06:09:52+00:00,A,N,W,40.8184611,-96.7871419,6,9,52,26,4,26
20260426000923_000148F.MP4,28,2026-04-26T06:09:53+00:00,A,N,W,40.8185181,-96.7872559,6,9,53,26,4,26
20260426000923_000148F.MP4,29,2026-04-26T06:09:54+00:00,A,N,W,40.8185872,-96.7873535,6,9,54,26,4,26
20260426000923_000148F.MP4,30,2026-04-26T06:09:55+00:00,A,N,W,40.8186605,-96.7874186,6,9,55,26,4,26
20260426000923_000148F.MP4,31,2026-04-26T06:09:55+00:00,A,N,W,40.8186605,-96.7874186,6,9,55,26,4,26
20260426000923_000148F.MP4,32,2026-04-26T06:09:57+00:00,A,N,W,40.8188192,-96.7875,6,9,57,26,4,26
20260426000923_000148F.MP4,33,2026-04-26T06:09:58+00:00,A,N,W,40.8189087,-96.7875163,6,9,58,26,4,26
20260426000923_000148F.MP4,34,2026-04-26T06:09:58+00:00,A,N,W,40.8189087,-96.7875163,6,9,58,26,4,26
20260426000923_000148F.MP4,35,2026-04-26T06:09:59+00:00,A,N,W,40.8190063,-96.7875163,6,9,59,26,4,26
20260426000923_000148F.MP4,36,2026-04-26T06:10:00+00:00,A,N,W,40.8191121,-96.7875163,6,10,0,26,4,26
20260426000923_000148F.MP4,37,2026-04-26T06:10:02+00:00,A,N,W,40.81934,-96.7875163,6,10,2,26,4,26
20260426000923_000148F.MP4,38,2026-04-26T06:10:03+00:00,A,N,W,40.8194661,-96.7875163,6,10,3,26,4,26
20260426000923_000148F.MP4,39,2026-04-26T06:10:04+00:00,A,N,W,40.8196004,-96.7875163,6,10,4,26,4,26
20260426000923_000148F.MP4,40,2026-04-26T06:10:05+00:00,A,N,W,40.8197428,-96.7875163,6,10,5,26,4,26
20260426000923_000148F.MP4,41,2026-04-26T06:10:06+00:00,A,N,W,40.8198934,-96.7875163,6,10,6,26,4,26
20260426000923_000148F.MP4,42,2026-04-26T06:10:07+00:00,A,N,W,40.820048,-96.7875163,6,10,7,26,4,26
20260426000923_000148F.MP4,43,2026-04-26T06:10:08+00:00,A,N,W,40.8202067,-96.7875326,6,10,8,26,4,26
20260426000923_000148F.MP4,44,2026-04-26T06:10:09+00:00,A,N,W,40.8203735,-96.7875326,6,10,9,26,4,26
20260426000923_000148F.MP4,45,2026-04-26T06:10:10+00:00,A,N,W,40.8205404,-96.7875326,6,10,10,26,4,26
20260426000923_000148F.MP4,46,2026-04-26T06:10:11+00:00,A,N,W,40.8207031,-96.7875326,6,10,11,26,4,26
20260426000923_000148F.MP4,47,2026-04-26T06:10:12+00:00,A,N,W,40.8208618,-96.7875326,6,10,12,26,4,26
20260426000923_000148F.MP4,48,2026-04-26T06:10:13+00:00,A,N,W,40.8210246,-96.7875326,6,10,13,26,4,26
20260426000923_000148F.MP4,49,2026-04-26T06:10:14+00:00,A,N,W,40.8211955,-96.7875326,6,10,14,26,4,26
20260426000923_000148F.MP4,50,2026-04-26T06:10:15+00:00,A,N,W,40.8213664,-96.7875326,6,10,15,26,4,26
20260426000923_000148F.MP4,51,2026-04-26T06:10:16+00:00,A,N,W,40.8215413,-96.7875326,6,10,16,26,4,26
20260426000923_000148F.MP4,52,2026-04-26T06:10:17+00:00,A,N,W,40.8217163,-96.7875326,6,10,17,26,4,26
20260426000923_000148F.MP4,53,2026-04-26T06:10:18+00:00,A,N,W,40.8218913,-96.7875326,6,10,18,26,4,26
20260426000923_000148F.MP4,54,2026-04-26T06:10:19+00:00,A,N,W,40.8220703,-96.7875488,6,10,19,26,4,26
20260426000923_000148F.MP4,55,2026-04-26T06:10:20+00:00,A,N,W,40.8222493,-96.7875488,6,10,20,26,4,26
20260426000923_000148F.MP4,56,2026-04-26T06:10:21+00:00,A,N,W,40.8224284,-96.7875488,6,10,21,26,4,26
20260426000923_000148F.MP4,57,2026-04-26T06:10:22+00:00,A,N,W,40.8226156,-96.7875488,6,10,22,26,4,26
20260426000923_000148F.MP4,58,2026-04-26T06:10:23+00:00,A,N,W,40.8227987,-96.7875488,6,10,23,26,4,26
20260426000923_000148F.MP4,59,2026-04-26T06:10:24+00:00,A,N,W,40.8229858,-96.7875488,6,10,24,26,4,26
20260426001023_000149F.MP4,0,2026-04-26T06:10:25+00:00,A,N,W,40.823173,-96.7875488,6,10,25,26,4,26
20260426001023_000149F.MP4,1,2026-04-26T06:10:26+00:00,A,N,W,40.8233643,-96.7875488,6,10,26,26,4,26
20260426001023_000149F.MP4,2,2026-04-26T06:10:27+00:00,A,N,W,40.8235555,-96.7875326,6,10,27,26,4,26
20260426001023_000149F.MP4,3,2026-04-26T06:10:28+00:00,A,N,W,40.8237467,-96.7875326,6,10,28,26,4,26
20260426001023_000149F.MP4,4,2026-04-26T06:10:29+00:00,A,N,W,40.8239339,-96.7875326,6,10,29,26,4,26
20260426001023_000149F.MP4,5,2026-04-26T06:10:30+00:00,A,N,W,40.8241211,-96.7875326,6,10,30,26,4,26
20260426001023_000149F.MP4,6,2026-04-26T06:10:31+00:00,A,N,W,40.8243083,-96.7875326,6,10,31,26,4,26
20260426001023_000149F.MP4,7,2026-04-26T06:10:32+00:00,A,N,W,40.8244954,-96.7875163,6,10,32,26,4,26
20260426001023_000149F.MP4,8,2026-04-26T06:10:33+00:00,A,N,W,40.8246867,-96.7875163,6,10,33,26,4,26
20260426001023_000149F.MP4,9,2026-04-26T06:10:34+00:00,A,N,W,40.824882,-96.7875163,6,10,34,26,4,26
20260426001023_000149F.MP4,10,2026-04-26T06:10:35+00:00,A,N,W,40.8250732,-96.7875163,6,10,35,26,4,26
20260426001023_000149F.MP4,11,2026-04-26T06:10:36+00:00,A,N,W,40.8252686,-96.7875163,6,10,36,26,4,26
20260426001023_000149F.MP4,12,2026-04-26T06:10:37+00:00,A,N,W,40.8254598,-96.7875,6,10,37,26,4,26
20260426001023_000149F.MP4,13,2026-04-26T06:10:38+00:00,A,N,W,40.825651,-96.7875,6,10,38,26,4,26
20260426001023_000149F.MP4,14,2026-04-26T06:10:39+00:00,A,N,W,40.8258382,-96.7875,6,10,39,26,4,26
20260426001023_000149F.MP4,15,2026-04-26T06:10:40+00:00,A,N,W,40.8260254,-96.7874837,6,10,40,26,4,26
20260426001023_000149F.MP4,16,2026-04-26T06:10:41+00:00,A,N,W,40.8262126,-96.7874837,6,10,41,26,4,26
20260426001023_000149F.MP4,17,2026-04-26T06:10:42+00:00,A,N,W,40.8263997,-96.7874674,6,10,42,26,4,26
20260426001023_000149F.MP4,18,2026-04-26T06:10:43+00:00,A,N,W,40.8265869,-96.7874512,6,10,43,26,4,26
20260426001023_000149F.MP4,19,2026-04-26T06:10:44+00:00,A,N,W,40.8267782,-96.7874512,6,10,44,26,4,26
20260426001023_000149F.MP4,20,2026-04-26T06:10:45+00:00,A,N,W,40.8269653,-96.7874512,6,10,45,26,4,26
20260426001023_000149F.MP4,21,2026-04-26T06:10:46+00:00,A,N,W,40.8271525,-96.7874512,6,10,46,26,4,26
20260426001023_000149F.MP4,22,2026-04-26T06:10:47+00:00,A,N,W,40.8273397,-96.7874512,6,10,47,26,4,26
20260426001023_000149F.MP4,23,2026-04-26T06:10:48+00:00,A,N,W,40.8275269,-96.7874512,6,10,48,26,4,26
20260426001023_000149F.MP4,24,2026-04-26T06:10:49+00:00,A,N,W,40.827714,-96.7874512,6,10,49,26,4,26
20260426001023_000149F.MP4,25,2026-04-26T06:10:50+00:00,A,N,W,40.8278971,-96.7874512,6,10,50,26,4,26
20260426001023_000149F.MP4,26,2026-04-26T06:10:51+00:00,A,N,W,40.8280802,-96.7874512,6,10,51,26,4,26
20260426001023_000149F.MP4,27,2026-04-26T06:10:52+00:00,A,N,W,40.8282633,-96.7874512,6,10,52,26,4,26
20260426001023_000149F.MP4,28,2026-04-26T06:10:53+00:00,A,N,W,40.8284465,-96.7874512,6,10,53,26,4,26
20260426001023_000149F.MP4,29,2026-04-26T06:10:54+00:00,A,N,W,40.8286296,-96.7874512,6,10,54,26,4,26
20260426001023_000149F.MP4,30,2026-04-26T06:10:55+00:00,A,N,W,40.8288127,-96.7874512,6,10,55,26,4,26
20260426001023_000149F.MP4,31,2026-04-26T06:10:56+00:00,A,N,W,40.8289958,-96.7874512,6,10,56,26,4,26
20260426001023_000149F.MP4,32,2026-04-26T06:10:57+00:00,A,N,W,40.8291829,-96.7874512,6,10,57,26,4,26
20260426001023_000149F.MP4,33,2026-04-26T06:10:58+00:00,A,N,W,40.8293701,-96.7874349,6,10,58,26,4,26
20260426001023_000149F.MP4,34,2026-04-26T06:10:59+00:00,A,N,W,40.8295614,-96.7874349,6,10,59,26,4,26
20260426001023_000149F.MP4,35,2026-04-26T06:11:00+00:00,A,N,W,40.8297526,-96.7874349,6,11,0,26,4,26
20260426001023_000149F.MP4,36,2026-04-26T06:11:01+00:00,A,N,W,40.8299438,-96.7874349,6,11,1,26,4,26
20260426001023_000149F.MP4,37,2026-04-26T06:11:02+00:00,A,N,W,40.8301392,-96.7874349,6,11,2,26,4,26
20260426001023_000149F.MP4,38,2026-04-26T06:11:03+00:00,A,N,W,40.8303385,-96.7874349,6,11,3,26,4,26
20260426001023_000149F.MP4,39,2026-04-26T06:11:04+00:00,A,N,W,40.8305339,-96.7874349,6,11,4,26,4,26
20260426001023_000149F.MP4,40,2026-04-26T06:11:05+00:00,A,N,W,40.8307414,-96.7874349,6,11,5,26,4,26
20260426001023_000149F.MP4,41,2026-04-26T06:11:06+00:00,A,N,W,40.8309448,-96.7874186,6,11,6,26,4,26
20260426001023_000149F.MP4,42,2026-04-26T06:11:07+00:00,A,N,W,40.8311483,-96.7874186,6,11,7,26,4,26
20260426001023_000149F.MP4,43,2026-04-26T06:11:08+00:00,A,N,W,40.8313477,-96.7874186,6,11,8,26,4,26
20260426001023_000149F.MP4,44,2026-04-26T06:11:09+00:00,A,N,W,40.8315511,-96.7874186,6,11,9,26,4,26
20260426001023_000149F.MP4,45,2026-04-26T06:11:10+00:00,A,N,W,40.8317505,-96.7874186,6,11,10,26,4,26
20260426001023_000149F.MP4,46,2026-04-26T06:11:11+00:00,A,N,W,40.8319499,-96.7874186,6,11,11,26,4,26
20260426001023_000149F.MP4,47,2026-04-26T06:11:12+00:00,A,N,W,40.8321493,-96.7874186,6,11,12,26,4,26
20260426001023_000149F.MP4,48,2026-04-26T06:11:13+00:00,A,N,W,40.8323486,-96.7874186,6,11,13,26,4,26
20260426001023_000149F.MP4,49,2026-04-26T06:11:14+00:00,A,N,W,40.8325439,-96.7874186,6,11,14,26,4,26
20260426001023_000149F.MP4,50,2026-04-26T06:11:15+00:00,A,N,W,40.8327393,-96.7874186,6,11,15,26,4,26
20260426001023_000149F.MP4,51,2026-04-26T06:11:16+00:00,A,N,W,40.8329386,-96.7874186,6,11,16,26,4,26
20260426001023_000149F.MP4,52,2026-04-26T06:11:17+00:00,A,N,W,40.833138,-96.7874186,6,11,17,26,4,26
20260426001023_000149F.MP4,53,2026-04-26T06:11:18+00:00,A,N,W,40.8333333,-96.7874186,6,11,18,26,4,26
20260426001023_000149F.MP4,54,2026-04-26T06:11:19+00:00,A,N,W,40.8335286,-96.7874186,6,11,19,26,4,26
20260426001023_000149F.MP4,55,2026-04-26T06:11:20+00:00,A,N,W,40.8337199,-96.7874186,6,11,20,26,4,26
20260426001023_000149F.MP4,56,2026-04-26T06:11:21+00:00,A,N,W,40.8339152,-96.7874186,6,11,21,26,4,26
20260426001023_000149F.MP4,57,2026-04-26T06:11:22+00:00,A,N,W,40.8341064,-96.7874186,6,11,22,26,4,26
20260426001023_000149F.MP4,58,2026-04-26T06:11:23+00:00,A,N,W,40.8343018,-96.7874186,6,11,23,26,4,26
20260426001023_000149F.MP4,59,2026-04-26T06:11:24+00:00,A,N,W,40.8344971,-96.7874186,6,11,24,26,4,26
20260426001123_000150F.MP4,0,2026-04-26T06:11:25+00:00,A,N,W,40.8346965,-96.7874023,6,11,25,26,4,26
20260426001123_000150F.MP4,1,2026-04-26T06:11:26+00:00,A,N,W,40.8348958,-96.7874023,6,11,26,26,4,26
20260426001123_000150F.MP4,2,2026-04-26T06:11:27+00:00,A,N,W,40.8350952,-96.7874186,6,11,27,26,4,26
20260426001123_000150F.MP4,3,2026-04-26T06:11:28+00:00,A,N,W,40.8352987,-96.7874023,6,11,28,26,4,26
20260426001123_000150F.MP4,4,2026-04-26T06:11:29+00:00,A,N,W,40.8355021,-96.7874023,6,11,29,26,4,26
20260426001123_000150F.MP4,5,2026-04-26T06:11:30+00:00,A,N,W,40.8357056,-96.7873861,6,11,30,26,4,26
20260426001123_000150F.MP4,6,2026-04-26T06:11:31+00:00,A,N,W,40.8359131,-96.7873861,6,11,31,26,4,26
20260426001123_000150F.MP4,7,2026-04-26T06:11:32+00:00,A,N,W,40.8361165,-96.7873861,6,11,32,26,4,26
20260426001123_000150F.MP4,8,2026-04-26T06:11:33+00:00,A,N,W,40.83632,-96.7873698,6,11,33,26,4,26
20260426001123_000150F.MP4,9,2026-04-26T06:11:34+00:00,A,N,W,40.8365234,-96.7873698,6,11,34,26,4,26
20260426001123_000150F.MP4,10,2026-04-26T06:11:35+00:00,A,N,W,40.8367228,-96.7873535,6,11,35,26,4,26
20260426001123_000150F.MP4,11,2026-04-26T06:11:36+00:00,A,N,W,40.8369181,-96.7873535,6,11,36,26,4,26
20260426001123_000150F.MP4,12,2026-04-26T06:11:37+00:00,A,N,W,40.8371053,-96.7873372,6,11,37,26,4,26
20260426001123_000150F.MP4,13,2026-04-26T06:11:38+00:00,A,N,W,40.8372803,-96.7873372,6,11,38,26,4,26
20260426001123_000150F.MP4,14,2026-04-26T06:11:39+00:00,A,N,W,40.837443,-96.7873372,6,11,39,26,4,26
20260426001123_000150F.MP4,15,2026-04-26T06:11:40+00:00,A,N,W,40.8375977,-96.787321,6,11,40,26,4,26
20260426001123_000150F.MP4,16,2026-04-26T06:11:41+00:00,A,N,W,40.8377319,-96.787321,6,11,41,26,4,26
20260426001123_000150F.MP4,17,2026-04-26T06:11:42+00:00,A,N,W,40.8378499,-96.787321,6,11,42,26,4,26
20260426001123_000150F.MP4,18,2026-04-26T06:11:43+00:00,A,N,W,40.8379557,-96.787321,6,11,43,26,4,26
20260426001123_000150F.MP4,19,2026-04-26T06:11:44+00:00,A,N,W,40.8380452,-96.787321,6,11,44,26,4,26
20260426001123_000150F.MP4,20,2026-04-26T06:11:45+00:00,A,N,W,40.8381266,-96.7873047,6,11,45,26,4,26
20260426001123_000150F.MP4,21,2026-04-26T06:11:46+00:00,A,N,W,40.8381836,-96.7873047,6,11,46,26,4,26
20260426001123_000150F.MP4,22,2026-04-26T06:11:47+00:00,A,N,W,40.8382161,-96.7873047,6,11,47,26,4,26
20260426001123_000150F.MP4,23,2026-04-26T06:11:48+00:00,A,N,W,40.8382243,-96.7873047,6,11,48,26,4,26
20260426001123_000150F.MP4,24,2026-04-26T06:11:49+00:00,A,N,W,40.8382202,-96.7873047,6,11,49,26,4,26
20260426001123_000150F.MP4,25,2026-04-26T06:11:50+00:00,A,N,W,40.8382202,-96.7873047,6,11,50,26,4,26
20260426001123_000150F.MP4,26,2026-04-26T06:11:51+00:00,A,N,W,40.8382202,-96.7872884,6,11,51,26,4,26
20260426001123_000150F.MP4,27,2026-04-26T06:11:52+00:00,A,N,W,40.8382202,-96.7872884,6,11,52,26,4,26
20260426001123_000150F.MP4,28,2026-04-26T06:11:53+00:00,A,N,W,40.8382284,-96.7873047,6,11,53,26,4,26
20260426001123_000150F.MP4,29,2026-04-26T06:11:54+00:00,A,N,W,40.8382365,-96.7873047,6,11,54,26,4,26
20260426001123_000150F.MP4,30,2026-04-26T06:11:55+00:00,A,N,W,40.8382772,-96.787321,6,11,55,26,4,26
20260426001123_000150F.MP4,31,2026-04-26T06:11:56+00:00,A,N,W,40.8383423,-96.787321,6,11,56,26,4,26
20260426001123_000150F.MP4,32,2026-04-26T06:11:57+00:00,A,N,W,40.8384237,-96.787321,6,11,57,26,4,26
20260426001123_000150F.MP4,33,2026-04-26T06:11:58+00:00,A,N,W,40.8385213,-96.787321,6,11,58,26,4,26
20260426001123_000150F.MP4,34,2026-04-26T06:11:59+00:00,A,N,W,40.8386353,-96.7873372,6,11,59,26,4,26
20260426001123_000150F.MP4,35,2026-04-26T06:12:00+00:00,A,N,W,40.8387573,-96.7873372,6,12,0,26,4,26
20260426001123_000150F.MP4,36,2026-04-26T06:12:01+00:00,A,N,W,40.8388957,-96.787321,6,12,1,26,4,26
20260426001123_000150F.MP4,37,2026-04-26T06:12:02+00:00,A,N,W,40.8390422,-96.787321,6,12,2,26,4,26
20260426001123_000150F.MP4,38,2026-04-26T06:12:03+00:00,A,N,W,40.8392008,-96.787321,6,12,3,26,4,26
20260426001123_000150F.MP4,39,2026-04-26T06:12:04+00:00,A,N,W,40.8393677,-96.787321,6,12,4,26,4,26
20260426001123_000150F.MP4,40,2026-04-26T06:12:05+00:00,A,N,W,40.8395426,-96.7873047,6,12,5,26,4,26
20260426001123_000150F.MP4,41,2026-04-26T06:12:06+00:00,A,N,W,40.8397217,-96.7873047,6,12,6,26,4,26
20260426001123_000150F.MP4,42,2026-04-26T06:12:07+00:00,A,N,W,40.8399048,-96.7873047,6,12,7,26,4,26
20260426001123_000150F.MP4,43,2026-04-26T06:12:08+00:00,A,N,W,40.840092,-96.7873047,6,12,8,26,4,26
20260426001123_000150F.MP4,44,2026-04-26T06:12:09+00:00,A,N,W,40.8402791,-96.7873047,6,12,9,26,4,26
20260426001123_000150F.MP4,45,2026-04-26T06:12:10+00:00,A,N,W,40.8404744,-96.7872884,6,12,10,26,4,26
20260426001123_000150F.MP4,46,2026-04-26T06:12:11+00:00,A,N,W,40.8406616,-96.7872721,6,12,11,26,4,26
20260426001123_000150F.MP4,47,2026-04-26T06:12:12+00:00,A,N,W,40.8408529,-96.7872721,6,12,12,26,4,26
20260426001123_000150F.MP4,48,2026-04-26T06:12:13+00:00,A,N,W,40.84104,-96.7872559,6,12,13,26,4,26
20260426001123_000150F.MP4,49,2026-04-26T06:12:14+00:00,A,N,W,40.8412354,-96.7872559,6,12,14,26,4,26
20260426001123_000150F.MP4,50,2026-04-26T06:12:15+00:00,A,N,W,40.8414266,-96.7872559,6,12,15,26,4,26
20260426001123_000150F.MP4,51,2026-04-26T06:12:16+00:00,A,N,W,40.8416219,-96.7872559,6,12,16,26,4,26
20260426001123_000150F.MP4,52,2026-04-26T06:12:17+00:00,A,N,W,40.841805,-96.7872559,6,12,17,26,4,26
20260426001123_000150F.MP4,53,2026-04-26T06:12:18+00:00,A,N,W,40.8419881,-96.7872559,6,12,18,26,4,26
20260426001123_000150F.MP4,54,2026-04-26T06:12:19+00:00,A,N,W,40.8421631,-96.7872559,6,12,19,26,4,26
20260426001123_000150F.MP4,55,2026-04-26T06:12:20+00:00,A,N,W,40.8423381,-96.7872721,6,12,20,26,4,26
20260426001123_000150F.MP4,56,2026-04-26T06:12:21+00:00,A,N,W,40.842509,-96.7872721,6,12,21,26,4,26
20260426001123_000150F.MP4,57,2026-04-26T06:12:22+00:00,A,N,W,40.8426799,-96.7872721,6,12,22,26,4,26
20260426001123_000150F.MP4,58,2026-04-26T06:12:23+00:00,A,N,W,40.8428548,-96.7872721,6,12,23,26,4,26
20260426001123_000150F.MP4,59,2026-04-26T06:12:24+00:00,A,N,W,40.8430339,-96.7872559,6,12,24,26,4,26
20260426001223_000151F.MP4,0,2026-04-26T06:12:25+00:00,A,N,W,40.843217,-96.7872559,6,12,25,26,4,26
20260426001223_000151F.MP4,1,2026-04-26T06:12:26+00:00,A,N,W,40.843396,-96.7872559,6,12,26,26,4,26
20260426001223_000151F.MP4,2,2026-04-26T06:12:27+00:00,A,N,W,40.8435791,-96.7872559,6,12,27,26,4,26
20260426001223_000151F.MP4,3,2026-04-26T06:12:28+00:00,A,N,W,40.8437622,-96.7872559,6,12,28,26,4,26
20260426001223_000151F.MP4,4,2026-04-26T06:12:29+00:00,A,N,W,40.8439453,-96.7872559,6,12,29,26,4,26
20260426001223_000151F.MP4,5,2026-04-26T06:12:30+00:00,A,N,W,40.8441366,-96.7872559,6,12,30,26,4,26
20260426001223_000151F.MP4,6,2026-04-26T06:12:31+00:00,A,N,W,40.8443319,-96.7872721,6,12,31,26,4,26
20260426001223_000151F.MP4,7,2026-04-26T06:12:32+00:00,A,N,W,40.8445231,-96.7872721,6,12,32,26,4,26
20260426001223_000151F.MP4,8,2026-04-26T06:12:33+00:00,A,N,W,40.8447225,-96.7872884,6,12,33,26,4,26
20260426001223_000151F.MP4,9,2026-04-26T06:12:34+00:00,A,N,W,40.8449219,-96.7873047,6,12,34,26,4,26
20260426001223_000151F.MP4,10,2026-04-26T06:12:35+00:00,A,N,W,40.8451213,-96.787321,6,12,35,26,4,26
20260426001223_000151F.MP4,11,2026-04-26T06:12:36+00:00,A,N,W,40.8453166,-96.787321,6,12,36,26,4,26
20260426001223_000151F.MP4,12,2026-04-26T06:12:37+00:00,A,N,W,40.8455119,-96.787321,6,12,37,26,4,26
20260426001223_000151F.MP4,13,2026-04-26T06:12:38+00:00,A,N,W,40.8456991,-96.787321,6,12,38,26,4,26
20260426001223_000151F.MP4,14,2026-04-26T06:12:39+00:00,A,N,W,40.8458862,-96.787321,6,12,39,26,4,26
