"timeSec","speedMps","rpm","throttlePct","yellowWire","greenWire","obdConnected","arduinoConnected"
-93.9249999046326,0,758,16.1,0,0,1,1
-93.825,0,765,16.1,0,0,1,1
-93.7239999294281,0,765,16.1,0,0,1,1
-93.6240000247955,0,765,16.1,0,0,1,1
-93.5229999542236,0,767,16.1,0,0,1,1
-93.4230000495911,0,766,16.1,0,0,1,1
-93.3219999790192,0,766,16.1,0,0,1,1
-93.2220000743866,0,770,16.1,0,0,1,1
-93.1219999313355,0,766,16.1,0,0,1,1
-93.0210000991821,0,769,16.1,0,0,1,1
-92.920999956131,0,766,16.1,0,0,1,1
-92.8199998855591,0,768,16.1,0,0,1,1
-92.7199999809265,0,770,16.1,0,0,1,1
-92.6200000762939,0,766,16.1,0,0,1,1
-92.519000005722,0,766,16.1,0,0,1,1
-92.4190001010895,0,762,16.1,0,0,1,1
-92.3180000305176,0,764,16.1,0,0,1,1
-92.2179998874664,0,763,16.1,0,0,1,1
-92.1170000553131,0,757,16.1,0,0,1,1
-92.016999912262,0,756,16.1,0,0,1,1
-91.9170000076294,0,751,16.1,0,0,1,1
-91.8159999370575,0,748,16.1,0,0,1,1
-91.7160000324249,0,750,16.1,0,0,1,1
-91.614999961853,0,751,16.1,0,0,1,1
-91.5150000572205,0,752,16.1,0,0,1,1
-91.4139999866486,0,748,16.1,0,0,1,1
-91.314000082016,0,748,16.1,0,0,1,1
-91.2130000114441,0,750,16.1,0,0,1,1
-91.1130001068115,0,752,16.1,0,0,1,1
-91.0120000362396,0,754,16.1,0,0,1,1
-90.9119998931885,0,757,16.1,0,0,1,1
-90.8110000610352,0,756,16.1,0,0,1,1
-90.710999917984,0,755,16.1,0,0,1,1
-90.6110000133514,0,759,16.1,0,0,1,1
-90.5099999427795,0,762,16.1,0,0,1,1
-90.410000038147,0,759,16.1,0,0,1,1
-90.3089999675751,0,760,16.1,0,0,1,1
-90.2090000629425,0,758,16.1,0,0,1,1
-90.1079999923706,0,756,16.1,0,0,1,1
-90.008000087738,0,757,16.1,0,0,1,1
-89.9079999446869,0,757,16.1,0,0,1,1
-89.8070001125336,0,752,16.1,0,0,1,1
-89.7069999694824,0,755,16.1,0,0,1,1
-89.6070000648499,0,757,16.1,0,0,1,1
-89.505999994278,0,755,16.1,0,0,1,1
-89.4060000896454,0,754,16.1,0,0,1,1
-89.3050000190735,0,753,16.1,0,0,1,1
-89.2050001144409,0,750,16.1,0,0,1,1
