"timeSec","speedMps","rpm","throttlePct","yellowWire","greenWire","obdConnected","arduinoConnected"
820.056000041962,15.556992,1449,17.3,0,0,1,1
820.157000112534,15.556992,1408,17.6,0,0,1,1
820.257000017166,15.288768,1394,17.6,0,0,1,1
820.358000087738,15.288768,1388,17.6,0,0,1,1
820.457999992371,15.288768,1380,17.6,0,0,1,1
820.559000062942,15.288768,1376,17.6,0,0,1,1
820.658999967575,15.288768,1380,17.6,0,0,1,1
820.760000038147,15.020544,1373,16.9,0,0,1,1
820.859999942779,15.020544,1365,16.9,0,0,1,1
820.961000013351,15.020544,1351,16.9,0,0,1,1
821.060999917984,15.020544,1340,16.9,0,0,1,1
821.161999988556,15.020544,1325,16.9,0,0,1,1
821.261999893188,15.020544,1321,16.9,0,0,1,1
821.36200003624,15.020544,1353,16.9,0,0,1,1
821.463000106811,15.020544,1358,16.9,0,0,1,1
821.563000011444,15.020544,1364,16.9,0,0,1,1
821.664000082016,15.020544,1352,16.9,0,0,1,1
821.763999986649,15.020544,1345,16.9,0,0,1,1
821.86500005722,15.020544,1336,16.9,0,0,1,1
821.964999961853,15.020544,1349,16.9,0,0,1,1
822.065000104904,15.020544,1331,16.9,0,0,1,1
822.165999937057,15.020544,1336,18,0,0,1,1
822.266000080109,15.020544,1325,18.8,0,0,1,1
822.366999912262,15.020544,1276,20,0,0,1,1
822.467000055313,15.020544,1248,19.2,0,0,1,1
822.566999959946,14.707616,1254,16.9,0,0,1,1
822.668000030518,14.707616,1336,17.6,0,0,1,1
822.76799993515,14.707616,1382,17.6,0,0,1,1
822.869000005722,14.707616,1364,18.4,0,0,1,1
822.968999910355,14.707616,1339,19.2,0,0,1,1
823.069999980926,14.707616,1341,19.2,0,0,1,1
823.169999885559,14.707616,1273,18.8,0,0,1,1
823.270999956131,14.707616,1300,18.8,0,0,1,1
823.371000099182,14.707616,1386,19.2,0,0,1,1
823.471000003815,14.707616,1408,19.6,0,0,1,1
823.572000074387,14.439392,1376,19.6,0,0,1,1
823.671999979019,14.439392,1392,19.6,0,0,1,1
823.773000049591,14.439392,1401,19.6,0,0,1,1
823.872999954224,14.439392,1398,20,0,0,1,1
823.974000024795,14.171168,1399,20,0,0,1,1
824.073999929428,14.171168,1399,20,0,0,1,1
824.174000072479,14.171168,1402,19.6,0,0,1,1
824.274999904633,14.171168,1403,21.2,0,0,1,1
824.375000047684,14.171168,1417,22,0,0,1,1
824.476000118256,14.171168,1444,22,0,0,1,1
824.576000022888,14.171168,1454,21.6,0,0,1,1
824.675999927521,14.171168,1446,20,0,0,1,1
824.776999998093,14.171168,1391,19.2,0,0,1,1
824.876999902725,14.171168,1316,19.2,0,0,1,1
824.977999973297,14.171168,1251,19.2,0,0,1,1
825.078000116348,14.171168,1196,19.2,0,0,1,1
825.178999948502,14.171168,1175,19.6,0,0,1,1
825.279000091553,14.171168,1155,19.6,0,0,1,1
825.378999996185,14.171168,1132,19.2,0,0,1,1
825.480000066757,14.171168,1108,19.2,0,0,1,1
825.57999997139,14.171168,1078,18.8,0,0,1,1
825.681000041962,14.171168,1069,18.8,0,0,1,1
825.780999946594,14.171168,1062,19.2,0,0,1,1
825.882000017166,14.171168,1056,19.6,0,0,1,1
825.981999921799,14.171168,1050,19.6,0,0,1,1
826.082999992371,14.171168,1058,19.6,0,0,1,1
826.182999897003,14.171168,1070,18.8,0,0,1,1
826.283000040054,14.707616,1069,18.4,0,0,1,1
826.384000110626,14.707616,1062,18.4,0,0,1,1
826.484000015259,14.707616,1049,18.4,0,0,1,1
826.585000085831,14.707616,1040,16.5,0,0,1,1
826.684999990463,14.707616,1030,16.5,0,0,1,1
826.784999895096,14.439392,1000,16.5,0,0,1,1
826.885999965668,14.439392,954,16.9,0,0,1,1
826.986000108719,14.439392,986,17.3,0,0,1,1
827.086999940872,14.439392,1049,17.3,0,0,1,1
827.187000083923,14.439392,1045,17.3,0,0,1,1
827.287999916077,14.171168,1012,17.6,0,0,1,1
827.388000059128,14.171168,1013,18,0,0,1,1
827.48799996376,14.171168,1022,18.4,0,0,1,1
827.589000034332,14.171168,1034,18.8,0,0,1,1
827.688999938965,14.171168,1044,18.8,0,0,1,1
827.790000009537,14.171168,1061,18.8,0,0,1,1
827.889999914169,14.171168,1078,18,0,0,1,1
827.99000005722,14.171168,1093,17.3,0,0,1,1
828.090999889374,14.171168,1093,16.5,0,0,1,1
828.191000032425,14.171168,1070,15.7,0,0,1,1
828.292000102997,14.171168,1011,16.1,0,0,1,1
828.392000007629,14.171168,1035,16.1,0,0,1,1
828.493000078201,14.171168,1084,16.1,0,0,1,1
828.592999982834,14.171168,1130,16.1,0,0,1,1
828.694000053406,14.171168,1210,16.1,0,0,1,1
828.793999958038,14.171168,1259,16.5,0,0,1,1
828.894000101089,14.171168,1276,16.5,0,0,1,1
828.994999933243,14.171168,1271,16.5,0,0,1,1
829.095000076294,14.171168,1242,17.3,0,0,1,1
829.195999908447,13.902944,1122,16.9,0,0,1,1
829.296000051498,13.902944,1043,16.9,0,0,1,1
829.395999956131,13.902944,954,16.5,0,0,1,1
829.497000026703,13.902944,985,16.5,0,0,1,1
829.596999931335,13.902944,1056,16.5,0,0,1,1
829.698000001907,13.902944,1136,16.5,0,0,1,1
829.79799990654,13.902944,1190,16.5,0,0,1,1
829.898999977112,13.902944,1221,16.5,0,0,1,1
829.998999881744,13.902944,1236,16.5,0,0,1,1
830.099000024795,13.590016,1229,16.5,0,0,1,1
830.200000095367,13.590016,1220,16.5,0,0,1,1
830.3,13.590016,1214,16.5,0,0,1,1
830.401000070572,13.590016,1209,16.5,0,0,1,1
830.500999975204,13.590016,1206,16.5,0,0,1,1
830.602000045776,13.321792,1193,16.5,0,0,1,1
830.701999950409,13.321792,1196,16.5,1,1,1,1
830.803000020981,13.321792,1190,16.5,1,1,1,1
830.902999925613,13.321792,1177,16.5,1,1,1,1
831.003000068665,13.321792,1180,16.5,1,1,1,1
831.103999900818,13.321792,1174,16.5,1,1,1,1
831.204000043869,13.321792,1163,16.5,1,1,1,1
831.305000114441,13.321792,1158,16.5,1,1,1,1
831.405000019073,13.321792,1139,16.5,1,1,1,1
831.506000089645,13.321792,1126,16.5,1,1,1,1
831.605999994278,13.321792,1104,16.1,1,1,1,1
831.70599989891,13.321792,1083,16.1,1,1,1,1
831.806999969482,13.321792,1064,16.1,1,1,1,1
831.907000112534,13.321792,1051,16.1,1,1,1,1
832.007999944687,13.053568,1031,16.1,1,1,1,1
832.108000087738,13.053568,1018,16.1,1,1,1,1
832.207999992371,13.053568,995,15.7,1,1,1,1
832.309000062942,13.053568,979,15.7,1,1,1,1
832.408999967575,13.053568,971,15.7,1,1,1,1
832.510000038147,12.204192,947,15.7,1,1,1,1
832.609999942779,12.204192,919,16.9,1,1,1,1
832.710000085831,12.204192,890,16.9,1,1,1,1
832.810999917984,12.204192,884,16.9,1,1,1,1
832.911000061035,11.39952,904,16.9,1,1,1,1
833.011999893188,11.39952,926,16.9,1,1,1,1
833.11200003624,11.39952,942,16.9,1,1,1,1
833.213000106811,11.39952,955,16.9,1,1,1,1
833.313000011444,11.39952,958,16.9,1,1,1,1
833.414000082016,10.818368,907,17.3,1,1,1,1
833.513999986649,10.818368,872,17.3,1,1,1,1
833.61500005722,10.818368,848,17.3,1,1,1,1
833.714999961853,10.818368,835,17.3,1,1,1,1
833.815000104904,10.818368,833,16.9,1,1,1,1
833.915999937057,10.013696,841,16.9,1,1,1,1
834.016000080109,10.013696,841,16.9,1,1,1,1
834.116999912262,10.013696,830,16.9,1,1,1,1
834.217000055313,10.013696,829,16.9,1,1,1,1
834.316999959946,9.16432,866,16.9,1,1,1,1
834.418000030518,9.16432,906,16.9,1,1,1,1
834.51799993515,9.16432,934,16.9,1,1,1,1
834.619000005722,9.16432,952,16.9,1,1,1,1
834.718999910355,9.16432,953,16.9,1,1,1,1
834.819000053406,8.314944,952,16.9,1,1,1,1
834.919999885559,8.314944,976,16.9,1,1,1,1
835.02000002861,8.314944,994,16.9,1,1,1,1
835.121000099182,8.314944,1008,16.9,1,1,1,1
835.221000003815,8.314944,1003,16.9,1,1,1,1
835.320999908447,7.242048,969,16.9,1,1,1,1
835.421999979019,7.242048,958,16.9,1,1,1,1
835.521999883652,7.242048,960,16.9,1,1,1,1
835.622999954224,7.242048,929,16.9,1,1,1,1
835.723000097275,7.242048,886,16.9,1,1,1,1
835.823999929428,6.124448,836,16.9,1,1,1,1
835.924000072479,6.124448,771,16.9,1,1,1,1
836.024999904633,6.124448,734,16.9,1,1,1,1
836.125000047684,6.124448,713,16.9,1,1,1,1
836.224999952316,5.275072,694,16.9,1,1,1,1
836.326000022888,5.275072,704,16.9,1,1,1,1
836.425999927521,5.275072,734,16.9,1,1,1,1
836.526999998093,5.275072,718,16.9,1,1,1,1
836.626999902725,5.275072,725,16.9,1,1,1,1
836.727999973297,4.157472,708,16.9,1,1,1,1
836.828000116348,4.157472,693,16.9,1,1,1,1
836.928000020981,4.157472,680,16.9,1,1,1,1
837.029000091553,4.157472,668,16.9,1,1,1,1
837.128999996185,2.771648,670,16.9,1,1,1,1
837.230000066757,2.771648,675,16.9,1,1,1,1
837.32999997139,2.771648,686,16.9,1,1,1,1
837.430000114441,2.771648,702,16.9,1,1,1,1
837.530999946594,2.771648,717,16.9,1,1,1,1
837.631000089645,1.654048,728,16.9,1,1,1,1
837.731999921799,1.654048,730,16.9,1,1,1,1
837.83200006485,1.654048,736,16.9,1,1,1,1
837.931999969482,1.654048,738,16.9,1,1,1,1
838.033000040054,1.654048,736,16.9,1,1,1,1
838.132999944687,1.1176,741,16.9,1,1,1,1
838.234000015259,1.1176,736,16.9,1,1,1,1
838.333999919891,1.1176,735,16.9,1,1,1,1
838.434999990463,1.1176,739,16.9,1,1,1,1
838.534999895096,1.1176,740,16.9,1,1,1,1
838.635999965668,0.849376,736,16.9,1,1,1,1
838.736000108719,0.849376,734,16.9,1,1,1,1
838.836000013351,0.849376,736,16.9,1,1,1,1
838.937000083923,0.849376,734,16.9,1,1,1,1
839.036999988556,0.849376,731,16.9,1,1,1,1
839.138000059128,0.849376,728,16.9,1,1,1,1
839.23799996376,0.849376,729,16.9,1,1,1,1
839.339000034332,0.849376,726,16.9,1,1,1,1
839.438999938965,0.849376,723,16.9,1,1,1,1
839.539000082016,0.849376,721,16.9,1,1,1,1
839.639999914169,0.849376,726,16.9,1,1,1,1
839.74000005722,0.849376,728,16.9,1,1,1,1
839.840999889374,0.849376,728,16.9,1,1,1,1
839.941000032425,0.849376,734,16.9,1,1,1,1
840.042000102997,0.849376,730,16.9,1,1,1,1
840.142000007629,0.849376,732,16.9,1,1,1,1
840.241999912262,0.849376,735,16.9,1,1,1,1
840.342999982834,0.849376,734,16.9,1,1,1,1
840.442999887466,0.849376,730,16.9,1,1,1,1
840.543999958038,0.849376,730,16.9,1,1,1,1
840.644000101089,0.849376,727,16.9,1,1,1,1
840.744000005722,0.849376,730,16.9,1,1,1,1
840.845000076294,0.849376,730,16.9,1,1,1,1
840.944999980926,0,733,16.9,1,1,1,1
841.046000051498,0,732,16.9,1,1,1,1
841.145999956131,0,736,16.9,1,1,1,1
841.247000026703,0,740,16.9,1,1,1,1
841.346999931335,0,741,16.9,1,1,1,1
841.447000074387,0,741,16.9,1,1,1,1
841.54799990654,0,740,16.9,1,1,1,1
841.648000049591,0,741,16.9,1,1,1,1
841.748999881744,0,736,16.9,1,1,1,1
841.849000024795,0,738,16.9,1,1,1,1
841.950000095367,0,738,16.9,1,1,1,1
842.05,0,734,16.5,1,1,1,1
842.149999904633,0,727,16.5,1,1,1,1
842.250999975204,0,727,16.5,1,1,1,1
842.351000118256,0,725,16.5,1,1,1,1
842.451999950409,0,723,16.5,1,1,1,1
842.55200009346,0,721,16.5,1,1,1,1
842.651999998093,0,720,16.5,1,1,1,1
842.753000068665,0,721,16.5,1,1,1,1
842.852999973297,0,720,16.5,1,1,1,1
842.954000043869,0,719,16.5,1,1,1,1
843.053999948502,0,717,16.5,1,1,1,1
843.154000091553,0,716,16.5,1,1,1,1
843.254999923706,0,716,16.5,1,1,1,1
843.355000066757,0,716,16.5,1,1,1,1
843.45499997139,0,717,16.5,1,1,1,1
843.556000041962,0,716,16.5,1,1,1,1
843.655999946594,0,716,16.5,1,1,1,1
843.757000017166,0,714,16.5,1,1,1,1
843.856999921799,0,711,16.5,1,1,1,1
843.95700006485,0,708,16.5,1,1,1,1
844.057999897003,0,709,16.5,1,1,1,1
844.158000040054,0,709,16.5,1,1,1,1
844.257999944687,0,712,16.5,1,1,1,1
844.359000015259,0,711,16.5,1,1,1,1
844.458999919891,0,712,16.5,1,1,1,1
844.559000062942,0,712,16.5,1,1,1,1
844.659999895096,0,708,16.5,1,1,1,1
844.760000038147,0,708,16.5,1,1,1,1
844.861000108719,0,705,16.5,1,1,1,1
844.961000013351,0,706,16.5,1,1,1,1
845.060999917984,0,707,16.5,1,1,1,1
845.161999988556,0,706,16.5,1,1,1,1
845.261999893188,0,708,16.5,0,0,1,1
845.36299996376,0,706,16.5,0,0,1,1
845.463000106811,0,704,16.5,0,0,1,1
845.563999938965,0,702,16.5,0,0,1,1
845.664000082016,0,700,19.6,0,0,1,1
845.764999914169,0,700,20.4,0,0,1,1
845.86500005722,0,754,20.8,0,0,1,1
845.965999889374,0,855,20.4,0,0,1,1
846.066000032425,0,975,20.4,0,0,1,1
846.165999937057,0,1086,20.4,0,0,1,1
846.267000007629,0,1157,20.4,0,0,1,1
846.366999912262,0,1201,21.2,0,0,1,1
846.467999982834,0,1215,22,0,0,1,1
846.567999887466,0,1224,22.7,0,0,1,1
846.668000030518,0,1244,23.1,0,0,1,1
846.769000101089,0,1302,23.1,0,0,1,1
846.869000005722,0,1336,23.1,0,0,1,1
846.970000076294,0,1361,23.1,0,0,1,1
847.069999980926,0.849376,1384,23.9,0,0,1,1
847.169999885559,0.849376,1398,24.3,0,0,1,1
847.270999956131,0.849376,1428,24.3,0,0,1,1
847.371000099182,0.849376,1465,24.3,0,0,1,1
847.471999931335,0.849376,1502,24.3,0,0,1,1
847.572000074387,1.654048,1526,24.7,0,0,1,1
847.67299990654,1.654048,1548,24.3,0,0,1,1
847.773000049591,1.654048,1569,24.3,0,0,1,1
847.872999954224,1.654048,1594,24.3,0,0,1,1
847.974000024795,2.503424,1613,24.7,0,0,1,1
848.073999929428,2.503424,1636,24.7,0,0,1,1
848.175,2.503424,1664,25.1,0,0,1,1
848.274999904633,2.503424,1693,25.1,0,0,1,1
848.375999975204,2.503424,1720,25.1,0,0,1,1
848.476000118256,3.621024,1747,25.1,0,0,1,1
848.576000022888,3.621024,1780,25.1,0,0,1,1
848.67700009346,3.621024,1808,25.1,0,0,1,1
848.776999998093,3.621024,1845,25.1,0,0,1,1
848.878000068665,3.621024,1888,25.5,0,0,1,1
848.977999973297,4.425696,1948,25.5,0,0,1,1
849.079000043869,4.425696,1972,25.5,0,0,1,1
849.178999948502,4.425696,1970,25.5,0,0,1,1
849.279000091553,4.425696,1890,25.9,0,0,1,1
849.379999923706,5.275072,1825,25.9,0,0,1,1
849.480000066757,5.275072,1746,25.9,0,0,1,1
849.58099989891,5.275072,1688,25.9,0,0,1,1
849.681000041962,5.275072,1642,25.1,0,0,1,1
849.782000112534,5.275072,1638,25.1,0,0,1,1
849.882000017166,5.81152,1646,25.5,0,0,1,1
849.981999921799,5.81152,1662,25.5,0,0,1,1
850.082999992371,5.81152,1704,25.5,0,0,1,1
850.182999897003,5.81152,1715,25.5,0,0,1,1
850.283999967575,5.81152,1722,25.5,0,0,1,1
850.384000110626,6.660896,1732,25.9,0,0,1,1
850.484000015259,6.660896,1750,26.3,0,0,1,1
850.585000085831,6.660896,1770,26.7,0,0,1,1
850.684999990463,6.660896,1790,26.7,0,0,1,1
850.786000061035,6.660896,1816,26.3,0,0,1,1
850.885999965668,7.242048,1831,26.3,0,0,1,1
850.98700003624,7.242048,1838,26.3,0,0,1,1
851.086999940872,7.242048,1850,26.3,0,0,1,1
851.188000011444,7.242048,1845,26.3,0,0,1,1
851.287999916077,7.778496,1858,26.3,0,0,1,1
851.388999986649,7.778496,1868,26.3,0,0,1,1
851.488999891281,7.778496,1873,25.9,0,0,1,1
851.589000034332,7.778496,1876,25.5,0,0,1,1
851.690000104904,7.778496,1880,25.5,0,0,1,1
851.790000009537,8.627872,1866,25.5,0,0,1,1
851.891000080109,8.627872,1858,25.5,0,0,1,1
851.990999984741,8.627872,1786,25.9,0,0,1,1
852.092000055313,8.627872,1720,25.9,0,0,1,1
852.191999959946,9.16432,1627,25.9,0,0,1,1
852.292000102997,9.16432,1572,25.5,0,0,1,1
852.39299993515,9.16432,1529,25.5,0,0,1,1
852.493000078201,9.16432,1496,25.9,0,0,1,1
852.593999910355,9.16432,1491,25.9,0,0,1,1
852.694000053406,9.16432,1495,26.3,0,0,1,1
852.794999885559,9.16432,1510,26.3,0,0,1,1
852.89500002861,9.16432,1515,25.9,0,0,1,1
852.996000099182,9.16432,1492,25.5,0,0,1,1
853.096000003815,9.16432,1515,25.5,0,0,1,1
853.197000074387,9.700768,1528,25.9,0,0,1,1
853.296999979019,9.700768,1531,25.5,0,0,1,1
853.398000049591,9.700768,1530,25.5,0,0,1,1
853.497999954224,9.700768,1525,25.1,0,0,1,1
853.598000097275,9.700768,1510,25.1,0,0,1,1
853.698999929428,10.28192,1497,25.1,0,0,1,1
853.799000072479,10.28192,1488,25.1,0,0,1,1
853.899999904633,10.28192,1492,25.1,0,0,1,1
854.000000047684,10.28192,1498,25.1,0,0,1,1
854.099999952316,10.28192,1492,25.1,0,0,1,1
854.201000022888,10.28192,1500,25.1,0,0,1,1
854.300999927521,10.28192,1502,25.1,0,0,1,1
854.401999998093,10.28192,1513,25.5,0,0,1,1
854.501999902725,10.28192,1526,25.5,0,0,1,1
854.602999973297,10.818368,1534,25.5,0,0,1,1
854.703000116348,10.818368,1542,25.1,0,0,1,1
854.803000020981,10.818368,1550,25.1,0,0,1,1
854.904000091553,10.818368,1549,25.1,0,0,1,1
855.003999996185,10.818368,1561,24.7,0,0,1,1
855.105000066757,10.818368,1567,24.3,0,0,1,1
855.20499997139,10.818368,1569,24.7,0,0,1,1
855.306000041962,10.818368,1576,24.7,0,0,1,1
855.405999946594,10.818368,1586,24.7,0,0,1,1
855.507000017166,11.667744,1595,24.7,0,0,1,1
855.606999921799,11.667744,1608,24.7,0,0,1,1
855.70700006485,11.667744,1610,24.7,0,0,1,1
855.807999897003,11.667744,1628,24.7,0,0,1,1
855.908000040054,11.667744,1627,24.7,0,0,1,1
856.009000110626,11.667744,1636,24.7,0,0,1,1
856.109000015259,11.667744,1638,24.7,0,0,1,1
856.208999919891,11.667744,1646,24.7,0,0,1,1
856.309999990463,11.667744,1659,24.7,0,0,1,1
856.409999895096,11.667744,1684,24.7,0,0,1,1
856.510999965668,12.204192,1688,24.7,0,0,1,1
856.611000108719,12.204192,1692,24.3,0,0,1,1
856.711000013351,12.204192,1684,23.9,0,0,1,1
856.812000083923,12.204192,1690,23.9,0,0,1,1
856.911999988556,12.204192,1686,23.9,0,0,1,1
857.013000059128,12.204192,1633,23.9,0,0,1,1
857.11299996376,12.204192,1520,23.5,0,0,1,1
857.213000106811,12.204192,1388,23.1,0,0,1,1
857.313999938965,12.204192,1303,23.1,0,0,1,1
857.414000082016,12.204192,1302,23.5,0,0,1,1
857.514999914169,12.204192,1312,23.5,0,0,1,1
857.61500005722,12.204192,1313,23.5,0,0,1,1
857.714999961853,12.204192,1311,23.1,0,0,1,1
857.816000032425,12.204192,1306,23.1,0,0,1,1
857.915999937057,12.785344,1312,23.9,0,0,1,1
858.017000007629,12.785344,1323,24.3,0,0,1,1
858.116999912262,12.785344,1333,24.3,0,0,1,1
858.217999982834,12.785344,1332,23.9,0,0,1,1
858.317999887466,12.785344,1339,23.9,0,0,1,1
858.418999958038,13.321792,1308,23.9,0,0,1,1
858.519000101089,13.321792,1299,23.5,0,0,1,1
858.619999933243,13.321792,1330,23.5,0,0,1,1
858.720000076294,13.321792,1303,23.5,0,0,1,1
858.819999980926,13.321792,1299,23.5,0,0,1,1
858.921000051498,13.321792,1308,23.5,0,0,1,1
859.020999956131,13.321792,1312,23.1,0,0,1,1
859.122000026703,13.321792,1302,23.1,0,0,1,1
859.221999931335,13.321792,1305,22,0,0,1,1
859.323000001907,13.321792,1302,20.8,0,0,1,1
859.424000072479,13.321792,1294,20.4,0,0,1,1
859.523999977112,13.321792,1269,20,0,0,1,1
859.625000047684,13.321792,1262,20.4,0,0,1,1
859.724999952316,13.902944,1262,20.4,0,0,1,1
859.826000022888,13.902944,1266,20.4,0,0,1,1
859.925999927521,13.902944,1267,20,0,0,1,1
860.026999998093,13.902944,1269,20,0,0,1,1
860.126999902725,13.902944,1259,19.6,0,0,1,1
860.227000045776,13.590016,1266,19.6,0,0,1,1
860.328000116348,13.590016,1268,19.6,0,0,1,1
860.428000020981,13.590016,1266,17.6,0,0,1,1
860.529000091553,13.590016,1263,18,0,0,1,1
860.628999996185,13.590016,1307,18,0,0,1,1
860.730000066757,13.590016,1366,18.4,0,0,1,1
860.82999997139,13.590016,1311,17.6,0,0,1,1
860.930000114441,13.590016,1293,18.4,0,0,1,1
861.030999946594,13.590016,1303,18.4,0,0,1,1
861.131000089645,13.590016,1310,18,0,0,1,1
861.231999921799,13.590016,1306,17.6,0,0,1,1
861.33200006485,13.590016,1305,18,0,0,1,1
861.432999897003,13.590016,1295,17.6,0,0,1,1
861.533000040054,13.590016,1290,17.3,0,0,1,1
861.632999944687,13.590016,1280,17.6,0,0,1,1
861.734000015259,13.590016,1269,17.6,0,0,1,1
861.833999919891,13.590016,1258,17.6,0,0,1,1
861.934999990463,13.590016,1250,17.6,0,0,1,1
862.034999895096,13.590016,1248,17.6,0,0,1,1
862.135999965668,13.590016,1247,17.6,0,0,1,1
862.236000108719,13.590016,1252,17.6,0,0,1,1
862.336000013351,13.590016,1251,16.9,0,0,1,1
862.437000083923,13.590016,1243,16.9,0,0,1,1
862.536999988556,13.590016,1225,16.9,0,0,1,1
862.638000059128,13.321792,1205,16.9,0,0,1,1
862.73799996376,13.321792,1202,16.9,0,0,1,1
862.838000106811,13.321792,1208,16.9,0,0,1,1
862.938999938965,13.321792,1197,16.9,0,0,1,1
863.039000082016,13.053568,1186,16.9,0,0,1,1
863.139999914169,13.053568,1194,16.9,0,0,1,1
863.24000005722,13.053568,1172,16.9,0,0,1,1
863.340999889374,13.053568,1186,16.9,0,0,1,1
863.441000032425,13.053568,1168,16.9,0,0,1,1
863.540999937057,13.053568,1173,16.9,0,0,1,1
863.642000007629,13.053568,1166,16.9,0,0,1,1
863.741999912262,13.053568,1158,16.9,0,0,1,1
863.842999982834,13.053568,1163,16.9,0,0,1,1
863.942999887466,13.053568,1152,16.9,0,0,1,1
864.043999958038,12.785344,1146,16.9,0,0,1,1
864.144000101089,12.785344,1139,16.9,0,0,1,1
864.244999933243,12.785344,1138,17.6,0,0,1,1
864.345000076294,12.785344,1120,17.6,0,0,1,1
864.445999908447,12.785344,1122,17.6,0,0,1,1
864.546000051498,12.51712,1119,17.6,0,0,1,1
864.645999956131,12.51712,1114,17.6,0,0,1,1
864.747000026703,12.51712,1109,17.6,0,0,1,1
864.846999931335,12.51712,1101,17.6,0,0,1,1
864.948000001907,12.51712,1094,17.6,0,0,1,1
865.04799990654,12.51712,1088,17.6,0,0,1,1
865.148999977112,12.51712,1081,17.6,0,0,1,1
865.248999881744,12.51712,1076,17.6,0,0,1,1
865.349999952316,12.51712,1068,17.6,1,1,1,1
865.450000095367,12.204192,1063,17.6,1,1,1,1
865.55,12.204192,1054,17.6,1,1,1,1
865.651000070572,12.204192,1038,17.6,1,1,1,1
865.750999975204,12.204192,1023,17.6,1,1,1,1
865.852000045776,12.204192,1006,17.3,1,1,1,1
865.951999950409,11.935968,1020,17.3,1,1,1,1
866.05200009346,11.935968,958,17.3,1,1,1,1
866.152999925613,11.935968,954,17.3,1,1,1,1
866.253000068665,11.935968,955,17.3,1,1,1,1
866.353999900818,11.39952,962,17.3,1,1,1,1
866.454000043869,11.39952,972,17.3,1,1,1,1
866.555000114441,11.39952,980,17.3,1,1,1,1
866.655000019073,11.39952,990,17.3,1,1,1,1
866.756000089645,11.39952,972,17.3,1,1,1,1
866.855999994278,10.818368,950,17.3,1,1,1,1
866.95700006485,10.818368,932,17.3,1,1,1,1
867.056999969482,10.818368,921,17.3,1,1,1,1
867.158000040054,10.818368,903,17.3,1,1,1,1
867.257999944687,10.818368,886,17.3,1,1,1,1
867.359000015259,10.013696,866,17.3,1,1,1,1
867.458999919891,10.013696,858,17.3,1,1,1,1
867.559000062942,10.013696,846,17.3,1,1,1,1
867.659999895096,10.013696,836,17.3,1,1,1,1
867.760000038147,9.16432,822,17.3,1,1,1,1
867.861000108719,9.16432,814,17.3,1,1,1,1
867.961000013351,9.16432,843,17.3,1,1,1,1
868.062000083923,9.16432,884,17.3,1,1,1,1
868.161999988556,9.16432,928,17.3,1,1,1,1
868.263000059128,8.627872,961,17.3,1,1,1,1
868.36299996376,8.627872,976,17.3,1,1,1,1
868.463000106811,8.627872,960,17.3,1,1,1,1
868.563999938965,8.627872,954,17.3,1,1,1,1
868.664000082016,8.627872,979,17.3,1,1,1,1
868.764999914169,7.778496,1004,17.3,1,1,1,1
868.86500005722,7.778496,1022,17.3,1,1,1,1
868.965999889374,7.778496,1039,17.3,1,1,1,1
869.066000032425,7.778496,1030,17.3,1,1,1,1
869.165999937057,7.778496,1020,17.3,1,1,1,1
869.267000007629,6.92912,1025,17.3,1,1,1,1
869.366999912262,6.92912,1016,17.3,1,1,1,1
869.467999982834,6.92912,966,17.3,1,1,1,1
869.567999887466,6.92912,920,17.3,1,1,1,1
869.668000030518,6.124448,888,17.3,1,1,1,1
869.769000101089,6.124448,852,17.3,1,1,1,1
869.869000005722,6.124448,826,17.3,1,1,1,1
869.970000076294,6.124448,796,17.3,1,1,1,1
870.069999980926,6.124448,775,17.3,1,1,1,1
870.171000051498,5.275072,751,17.3,1,1,1,1
870.270999956131,5.275072,738,17.3,1,1,1,1
870.371000099182,5.275072,747,17.3,1,1,1,1
870.471999931335,5.275072,782,17.3,1,1,1,1
870.572000074387,4.425696,826,17.3,1,1,1,1
870.67299990654,4.425696,818,16.9,1,1,1,1
870.773000049591,4.425696,827,16.9,1,1,1,1
870.873999881744,4.425696,806,15.7,1,1,1,1
870.974000024795,4.425696,773,15.7,1,1,1,1
871.073999929428,3.3528,731,15.7,1,1,1,1
871.175,3.3528,682,15.7,1,1,1,1
871.274999904633,3.3528,680,15.7,1,1,1,1
871.375999975204,3.3528,683,15.7,1,1,1,1
871.476000118256,3.3528,668,15.3,1,1,1,1
871.576999950409,2.503424,654,15.3,1,1,1,1
871.67700009346,2.503424,638,15.3,1,1,1,1
871.776999998093,2.503424,629,15.3,1,1,1,1
871.878000068665,2.503424,622,15.3,1,1,1,1
871.977999973297,2.503424,617,15.3,1,1,1,1
872.079000043869,1.654048,615,15.3,1,1,1,1
872.178999948502,1.654048,614,15.3,1,1,1,1
872.279000091553,1.654048,615,15.3,1,1,1,1
872.379999923706,1.654048,617,15.3,1,1,1,1
872.480000066757,1.1176,621,15.3,1,1,1,1
872.58099989891,1.1176,624,15.3,1,1,1,1
872.681000041962,1.1176,627,15.3,1,1,1,1
872.782000112534,1.1176,626,15.3,1,1,1,1
872.882000017166,1.1176,622,15.3,1,1,1,1
872.983000087738,0.849376,622,15.3,1,1,1,1
873.082999992371,0.849376,622,15.3,1,1,1,1
873.184000062942,0.849376,622,15.3,1,1,1,1
873.283999967575,0.849376,620,15.3,1,1,1,1
873.384000110626,0.849376,620,15.3,1,1,1,1
873.484999942779,0.849376,620,15.3,1,1,1,1
