"timeSec","segment","latitude","longitude"
32.3,1,40.8111465928225,-96.6894027963281
32.4,1,40.8111465928225,-96.6894027963281
32.5,1,40.8111465928225,-96.6894027963281
32.6,1,40.8111465928225,-96.6894027963281
32.7,1,40.8111465928225,-96.6894027963281
32.8,1,40.8111465928225,-96.6894027963281
32.9,1,40.8111465928225,-96.6894027963281
33,1,40.8111465928225,-96.6894027963281
33.1,1,40.8111465928225,-96.6894027963281
33.2,1,40.8111465928225,-96.6894027963281
33.3,1,40.8111465928225,-96.6894027963281
33.4,1,40.8111465928225,-96.6894027963281
33.5,1,40.8111465928225,-96.6894027963281
33.6,1,40.8111465928225,-96.6894027963281
33.7,1,40.8111465928225,-96.6894027963281
33.8,1,40.8111465928225,-96.6894027963281
33.9,1,40.8111465928225,-96.6894027963281
34,1,40.8111465928225,-96.6894027963281
34.1,1,40.8111465928225,-96.6894027963281
34.2,1,40.8111465928225,-96.6894027963281
34.3,1,40.8111465928225,-96.6894027963281
34.4,1,40.8111465928225,-96.6894027963281
34.5,1,40.8111465928225,-96.6894027963281
34.6,1,40.8111465928225,-96.6894027963281
34.7,1,40.8111465928225,-96.6894027963281
34.8,1,40.8111465928225,-96.6894027963281
34.9,1,40.8111465928225,-96.6894027963281
35,1,40.8111465928225,-96.6894027963281
35.1,1,40.8111465928225,-96.6894027963281
35.2,1,40.8111465928225,-96.6894027963281
35.3,1,40.8111465928225,-96.6894027963281
35.4,1,40.8111465928225,-96.6894027963281
35.5,1,40.8111465928225,-96.6894027963281
35.6,1,40.8111465928225,-96.6894027963281
35.7,1,40.8111465928225,-96.6894027963281
35.8,1,40.8111465928225,-96.6894027963281
35.9,1,40.8111465928225,-96.6894027963281
36,1,40.8111465928225,-96.6894027963281
36.1,1,40.8111465928225,-96.6894027963281
36.2,1,40.8111465928225,-96.6894027963281
36.3,1,40.8111465928225,-96.6894027963281
36.4,1,40.8111465928225,-96.6894027963281
36.5,1,40.8111465928225,-96.6894027963281
36.6,1,40.8111465928225,-96.6894027963281
36.7,1,40.8111465928225,-96.6894027963281
36.8,1,40.8111465928225,-96.6894027963281
36.9,1,40.8111465928225,-96.6894027963281
37,1,40.8111465928225,-96.6894027963281
37.1,1,40.8111465928225,-96.6894027963281
37.2,1,40.8111465928225,-96.6894027963281
37.3,1,40.8111465928225,-96.6894027963281
37.4,1,40.8111465928225,-96.6894027963281
37.5,1,40.8111465928225,-96.6894027963281
37.6,1,40.8111465928225,-96.6894027963281
37.7,1,40.8111465928225,-96.6894027963281
37.8,1,40.8111465928225,-96.6894027963281
37.9,1,40.8111465928225,-96.6894027963281
38,1,40.8111465928225,-96.6894027963281
38.1,1,40.8111465928225,-96.6894027963281
38.2,1,40.8111465928225,-96.6894027963281
38.3,1,40.8111465928225,-96.6894027963281
38.4,1,40.8111465928225,-96.6894027963281
38.5,1,40.8111465928225,-96.6894027963281
38.6,1,40.8111465928225,-96.6894027963281
38.7,1,40.8111465928225,-96.6894027963281
38.8,1,40.8111465928225,-96.6894027963281
38.9,1,40.8111465928225,-96.6894027963281
39,1,40.8111465928225,-96.6894027963281
39.1,1,40.8111465928225,-96.6894027963281
39.2,1,40.8111465928225,-96.6894027963281
39.3,1,40.8111465928225,-96.6894027963281
39.4,1,40.8111465928225,-96.6894027963281
39.5,1,40.8111465928225,-96.6894027963281
39.6,1,40.8111465928225,-96.6894027963281
39.7,1,40.8111465928225,-96.6894027963281
39.8,1,40.8111465928225,-96.6894027963281
39.9,1,40.8111465928225,-96.6894027963281
40,1,40.8111465928225,-96.6894027963281
40.1,1,40.8111465928225,-96.6894027963281
40.2,1,40.8111465928225,-96.6894027963281
40.3,1,40.8111465928225,-96.6894027963281
40.4,1,40.8111465928225,-96.6894027963281
40.5,1,40.8111465928225,-96.6894027963281
40.6,1,40.8111465928225,-96.6894027963281
40.7,1,40.8111465928225,-96.6894027963281
40.8,1,40.8111465928225,-96.6894027963281
40.9,1,40.8111465928225,-96.6894027963281
41,1,40.8111465928225,-96.6894027963281
41.1,1,40.8111465928225,-96.6894027963281
41.2,1,40.8111465928225,-96.6894027963281
41.3,1,40.8111465928225,-96.6894027963281
41.4,1,40.8111465928225,-96.6894027963281
41.5,1,40.8111465928225,-96.6894027963281
41.6,1,40.8111465928225,-96.6894027963281
41.7,1,40.8111465928225,-96.6894027963281
41.8,1,40.8111465928225,-96.6894027963281
41.9,1,40.8111465928225,-96.6894027963281
42,1,40.8111465928225,-96.6894027963281
42.1,1,40.8111465928225,-96.6894027963281
42.2,1,40.8111465928225,-96.6894027963281
42.3,1,40.8111465928225,-96.6894027963281
42.4,1,40.8111465928225,-96.6894027963281
42.5,1,40.8111465928225,-96.6894027963281
42.6,1,40.8111465928225,-96.6894027963281
42.7,1,40.8111465928225,-96.6894027963281
42.8,1,40.8111465928225,-96.6894027963281
42.9,1,40.8111465928225,-96.6894027963281
43,1,40.8111465928225,-96.6894027963281
43.1,1,40.8111465928225,-96.6894027963281
43.2,1,40.8111465928225,-96.6894027963281
43.3,1,40.8111465928225,-96.6894027963281
43.4,1,40.8111465928225,-96.6894027963281
43.5,1,40.8111465928225,-96.6894027963281
43.6,1,40.8111465928225,-96.6894027963281
43.7,1,40.8111465928225,-96.6894027963281
43.8,1,40.8111465928225,-96.6894027963281
43.9,1,40.8111465928225,-96.6894027963281
44,1,40.8111465928225,-96.6894027963281
44.1,1,40.8111465928225,-96.6894027963281
